,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
6-5-20-0.8,200,5,296,430,0.0,0,0.0,0.0,30.133333,30.133,476,230,246,0.0,0,0.0,0.0,30.133333,30.133,476,230,246,0.0,0,0.0,0.0,30.133333,30.133,498,230,246,22,0.0,0,0.0,0.0,30.133333,30.133,498,230,246,22
7-5-20-0.8,200,10,292,592,0.1,0,0.0,0.0,50.205867,50.206,532,263,269,0.0,0,0.0,0.0,50.205867,50.206,541,266,275,0.0,0,0.0,0.0,50.205867,50.206,614,263,261,90,0.0,0,0.0,0.0,50.205867,50.206,618,266,262,90
8-5-20-0.8,200,20,278,418,0.1,0,0.0,0.0,69.544119,69.544,573,273,300,0.0,0,0.0,0.0,69.544119,69.544,565,273,292,0.0,0,0.0,0.0,69.544119,69.544,633,273,282,78,0.0,0,0.0,0.0,69.544119,69.544,618,273,279,66
9-5-20-0.8,200,40,302,502,0.1,6,0.0,0.0,117.076030,117.076,675,343,332,0.1,3,0.0,0.0,117.076030,117.076,646,325,321,0.1,0,0.0,0.0,117.076030,117.076,828,328,286,214,0.1,2,0.0,0.0,117.076030,117.076,796,322,292,182
10-5-20-0.8,200,67,328,900,0.2,56,0.0,0.0,157.131214,157.131,748,379,369,0.1,18,0.0,0.0,157.131214,157.131,738,365,373,0.2,2,0.0,0.0,157.131214,157.131,1107,389,300,418,0.1,3,0.0,0.0,157.131214,157.131,986,366,296,324
11-5-20-0.8,300,5,534,2358,0.1,0,0.0,0.0,61.631881,61.632,847,416,431,0.1,0,0.0,0.0,61.631881,61.632,850,417,433,0.1,0,0.0,0.0,61.631881,61.632,1041,416,415,210,0.1,0,0.0,0.0,61.631881,61.632,1047,417,410,220
12-5-20-0.8,300,10,474,1654,0.2,7,0.0,0.1,79.251556,79.252,1002,457,545,0.2,5,0.0,0.0,79.251556,79.252,982,451,531,0.1,0,0.0,0.0,79.251556,79.252,1144,440,452,252,0.1,0,0.0,0.0,79.251556,79.252,1118,440,454,224
13-5-20-0.8,300,30,500,2004,0.5,49,0.0,0.1,151.100749,151.101,1321,632,689,0.4,64,0.0,0.1,151.100749,151.101,1306,584,722,0.4,4,0.0,0.0,151.100749,151.101,1752,586,564,602,0.4,3,0.0,0.0,151.100749,151.101,1638,564,570,504
14-5-20-0.8,300,60,502,1586,1.8,588,0.0,0.1,203.813062,203.813,1391,675,716,1.1,328,0.0,0.1,203.813062,203.813,1331,631,700,0.4,6,0.0,0.0,203.813062,203.813,1818,630,534,654,0.4,3,0.0,0.0,203.813062,203.813,1792,625,575,592
15-5-20-0.8,300,100,518,2000,2.8,574,0.0,0.1,244.776804,244.777,1438,721,717,2.5,562,0.0,0.1,244.776804,244.777,1347,658,689,0.6,40,0.0,0.0,244.776804,244.777,2182,693,497,992,0.6,37,0.0,0.0,244.776804,244.777,1988,643,513,832
16-5-20-0.8,400,5,874,6918,0.5,12,0.0,0.3,105.842015,105.842,1665,780,885,0.6,9,0.0,0.2,105.842015,105.842,1681,765,916,0.3,0,0.0,0.0,105.842015,105.842,1881,702,641,538,0.3,0,0.0,0.0,105.842015,105.842,1955,701,660,594
17-5-20-0.8,400,10,840,5902,0.6,15,0.0,0.1,143.630068,143.630,1793,898,895,0.6,15,0.0,0.2,143.630068,143.630,1769,935,834,0.5,0,0.0,0.0,143.630068,143.630,2219,803,708,708,0.4,0,0.0,0.0,143.630068,143.630,2258,822,692,744
18-5-20-0.8,400,40,738,4070,5.8,1023,0.0,0.2,230.274635,230.275,2327,1110,1217,1.9,244,0.0,0.1,230.274635,230.275,2117,972,1145,1.5,16,0.0,0.0,230.274635,230.275,3404,965,869,1570,1.3,20,0.0,0.0,230.274635,230.275,3191,915,860,1416
19-5-20-0.8,400,80,816,4932,7.4,653,0.0,0.1,312.678708,312.679,2781,1223,1558,10.8,3060,0.0,0.1,312.678708,312.679,2376,1075,1301,1.8,76,0.0,0.0,312.678708,312.679,3873,1085,966,1822,1.5,61,0.0,0.0,312.678708,312.679,3577,1067,902,1608
20-5-20-0.8,400,133,760,4170,15.6,2299,0.0,0.2,357.997858,357.998,2359,1110,1249,8.0,1000,0.0,0.1,357.997858,357.998,2049,937,1112,2.3,96,0.0,0.0,357.997858,357.998,3814,1018,738,2058,2.0,126,0.0,0.0,357.997858,357.998,3253,940,709,1604
21-5-20-0.8,500,5,1186,12832,0.4,0,0.0,0.0,143.190400,143.190,1720,882,838,0.3,0,0.0,0.0,143.190400,143.190,1721,880,841,0.5,0,0.0,0.0,143.190400,143.190,2201,882,817,502,0.5,0,0.0,0.0,143.190400,143.190,2199,880,820,499
22-5-20-0.8,500,10,1090,9960,2.1,48,0.0,0.5,171.224626,171.225,2779,1356,1423,1.7,39,0.0,0.4,171.224626,171.225,2718,1224,1494,1.7,15,0.0,0.1,171.224626,171.225,4138,1185,1167,1786,1.6,15,0.0,0.1,171.224626,171.225,3770,1149,1195,1426
23-5-20-0.8,500,50,1196,11222,33.0,2442,0.0,0.2,346.943387,346.943,3384,1658,1726,8.6,977,0.0,0.2,346.943387,346.943,3138,1490,1648,3.7,28,0.0,0.0,346.943387,346.943,5234,1562,1238,2434,3.0,17,0.0,0.0,346.943387,346.943,4526,1434,1236,1856
24-5-20-0.8,500,100,1174,11328,20.1,1526,0.0,0.1,422.367616,422.368,3643,1555,2088,17.8,1598,0.0,0.1,422.367616,422.368,3365,1367,1998,6.1,183,0.0,0.0,422.367567,422.368,5075,1402,1423,2250,7.7,330,0.0,0.0,422.367616,422.368,4894,1350,1410,2134
25-5-20-0.8,500,167,1258,13962,16.2,1230,0.0,0.1,470.462752,470.463,3011,1581,1430,7.6,556,0.0,0.1,470.462752,470.463,2639,1414,1225,6.9,234,0.0,0.0,470.462727,470.463,4467,1456,1023,1988,4.0,160,0.0,0.0,470.462752,470.463,3874,1416,1016,1442
26-5-20-0.8,600,5,1706,30160,2.6,23,0.0,0.6,206.885980,206.886,4464,2291,2173,2.6,27,0.0,0.5,206.885980,206.886,4111,1968,2143,3.8,23,0.0,0.2,206.885980,206.886,5229,1987,1567,1675,3.7,11,0.0,0.2,206.885980,206.886,5348,1979,1722,1647
27-5-20-0.8,600,10,1764,32768,28.4,527,0.0,1.0,278.785548,278.786,6128,2768,3360,18.4,348,0.0,0.9,278.785548,278.786,5775,2588,3187,20.8,144,0.0,0.7,278.785548,278.786,9529,2497,2578,4454,13.4,99,0.0,0.7,278.785548,278.786,8378,2501,2329,3548
28-5-20-0.8,600,60,1716,33584,TL,211146,0.0,0.3,472.577840,472.709,6031,2554,3477,1947.6,111509,0.0,0.3,472.577840,472.578,6072,2421,3651,1723.8,81975,0.0,0.2,472.577840,472.578,10402,2428,3074,4900,253.1,2590,0.0,0.2,472.577840,472.578,8786,2200,1824,4762
29-5-20-0.8,600,120,1714,28968,330.6,30241,0.0,0.1,537.051344,537.051,4503,2134,2369,58.3,3404,0.0,0.1,537.051344,537.051,3804,1826,1978,59.0,1307,0.0,0.0,537.051344,537.051,6279,1837,1278,3164,35.9,725,0.0,0.0,537.051344,537.051,5617,1703,1360,2554
30-5-20-0.8,600,200,1570,21010,203.5,22346,0.0,0.1,577.397367,577.397,3241,1721,1520,46.7,5479,0.0,0.1,577.397359,577.397,2870,1541,1329,85.2,8036,0.0,0.0,577.397075,577.397,5754,1667,1185,2902,29.5,1658,0.0,0.0,577.397359,577.397,4648,1556,1078,2014
31-5-20-0.8,700,5,2542,64420,8.4,74,0.0,1.6,290.580704,290.581,5260,2656,2604,8.8,75,0.0,1.4,290.580704,290.581,5300,2735,2565,11.7,45,0.0,1.3,290.580704,290.581,7881,2725,2080,3076,10.3,41,0.0,1.2,290.580704,290.581,7307,2718,2137,2452
32-5-20-0.8,700,10,2218,50474,8.8,85,0.0,0.4,340.812931,340.813,5239,2674,2565,6.7,53,0.0,0.4,340.812931,340.813,4831,2486,2345,9.1,44,0.0,0.4,340.812931,340.813,6608,2518,2072,2018,9.3,33,0.0,0.3,340.812931,340.813,6709,2564,2087,2058
33-5-20-0.8,700,70,2268,49250,2487.1,131564,0.0,0.2,581.924207,581.924,6872,3001,3871,1426.4,71659,0.0,0.2,581.924207,581.924,6671,2706,3965,1557.8,77372,0.0,0.1,581.924207,581.924,10661,3034,3689,3938,188.8,2500,0.0,0.1,581.924207,581.924,7673,2560,2195,2918
34-5-20-0.8,700,140,2450,58282,29.7,695,0.0,0.0,653.348898,653.349,3456,2083,1373,29.7,2721,0.0,0.0,653.348898,653.349,2981,1812,1169,32.3,561,0.0,0.0,653.348898,653.349,4694,1918,1120,1656,6.8,46,0.0,0.0,653.348898,653.349,3575,1655,976,944
35-5-20-0.8,800,5,3424,143422,10.0,37,0.0,1.2,403.506182,403.506,6033,3312,2721,11.8,45,0.0,1.3,403.506182,403.506,6454,3350,3104,15.6,33,0.0,1.1,403.506182,403.506,7181,2994,2610,1577,14.6,47,0.0,1.2,403.506182,403.506,7304,2747,2617,1940
36-5-20-0.8,800,10,3052,91980,353.8,1612,0.0,1.7,427.423707,427.424,9402,4924,4478,264.6,1336,0.0,1.5,427.423707,427.424,8668,4520,4148,473.8,825,0.0,1.6,427.423707,427.424,16379,4331,3064,8984,361.6,586,0.0,1.5,427.423707,427.424,15947,4283,3367,8297
37-5-20-0.8,800,80,2762,71842,3014.2,115458,0.0,0.1,683.417993,683.418,6524,2907,3617,2725.2,122793,0.0,0.1,683.417993,683.418,6314,2653,3661,1961.0,81674,0.0,0.1,683.417993,683.418,9060,2769,2959,3332,910.5,32299,0.0,0.1,683.417993,683.418,8858,2807,3175,2876
38-5-20-0.8,900,5,4520,224438,43.8,123,0.0,1.6,490.736301,490.736,8749,4346,4403,47.9,125,0.0,1.5,490.736301,490.736,9107,4670,4437,82.0,112,0.0,1.5,490.736301,490.736,12837,4644,3638,4555,83.8,106,0.0,1.5,490.736301,490.736,12918,4687,3676,4555
39-5-20-0.8,900,10,4450,227826,64.7,211,0.0,0.7,592.560472,592.560,8010,4061,3949,59.9,216,0.0,0.7,592.560472,592.560,7613,3918,3695,95.9,163,0.0,0.7,592.560472,592.560,9524,3878,3669,1977,116.2,187,0.0,0.7,592.560472,592.560,11663,4400,5055,2208
40-5-20-0.8,900,90,3552,140956,598.2,24659,0.0,0.1,801.052497,801.052,5726,3033,2693,108.3,2691,0.0,0.1,801.052497,801.052,4579,2736,1843,151.3,922,0.0,0.1,801.052497,801.052,6361,2848,1811,1702,106.0,697,0.0,0.1,801.052497,801.052,5950,2777,1763,1410
1-10-25-0.2,100,5,138,60,0.0,0,0.0,0.0,17.533333,17.533,240,115,125,0.0,0,0.0,0.0,17.533333,17.533,226,109,117,0.0,0,0.0,0.0,17.533333,17.533,244,109,117,18,0.0,0,0.0,0.0,17.533333,17.533,238,109,117,12
2-10-25-0.2,100,10,152,78,0.1,0,0.0,0.0,31.795970,31.796,243,118,125,0.0,0,0.0,0.0,31.795970,31.796,242,118,124,0.1,2,0.0,0.0,31.795970,31.796,297,120,125,52,0.0,0,0.0,0.0,31.795970,31.796,276,122,126,28
3-10-25-0.2,100,10,136,110,0.1,8,0.0,0.1,32.000000,32.000,268,134,134,0.1,16,0.0,0.2,32.000000,32.000,267,132,135,0.0,0,0.0,0.0,32.000000,32.000,311,128,127,56,0.0,0,0.0,0.0,32.000000,32.000,306,125,123,58
4-10-25-0.2,100,20,126,66,0.0,0,0.0,0.0,43.555556,43.556,256,129,127,0.0,0,0.0,0.0,43.555556,43.556,260,131,129,0.0,0,0.0,0.0,43.555556,43.556,312,130,122,60,0.0,0,0.0,0.0,43.555556,43.556,287,127,124,36
5-10-25-0.2,100,33,174,116,0.0,10,0.0,0.1,70.431111,70.431,321,168,153,0.0,19,0.0,0.1,70.431111,70.431,323,160,163,0.0,4,0.0,0.0,70.431111,70.431,401,160,139,102,0.0,0,0.0,0.0,70.431111,70.431,414,166,154,94
6-10-25-0.2,200,5,408,628,0.1,0,0.0,0.0,41.221333,41.221,538,248,290,0.1,0,0.0,0.0,41.221333,41.221,543,241,302,0.1,0,0.0,0.0,41.221333,41.221,667,244,263,160,0.1,0,0.0,0.0,41.221333,41.221,603,242,265,96
7-10-25-0.2,200,10,414,906,1.0,380,0.0,0.9,67.985126,67.985,1062,575,487,0.3,79,0.0,0.7,67.985126,67.985,863,417,446,0.2,4,0.0,0.0,67.985126,67.985,1097,370,281,446,0.2,5,0.0,0.0,67.985126,67.985,1013,359,290,364
8-10-25-0.2,200,20,360,658,0.8,387,0.0,0.7,93.383467,93.383,840,419,421,0.3,124,0.0,0.5,93.383467,93.383,739,352,387,0.1,0,0.0,0.0,93.383467,93.383,871,316,267,288,0.1,0,0.0,0.0,93.383467,93.383,820,310,276,234
9-10-25-0.2,200,40,418,686,2.4,632,0.0,0.7,140.754639,140.755,1209,626,583,30.0,646,0.0,0.4,140.754639,140.755,1008,512,496,0.5,85,0.0,0.1,140.754639,140.755,1533,464,289,780,0.5,102,0.0,0.1,140.754639,140.755,1304,402,298,604
10-10-25-0.2,200,67,526,1372,9.9,3073,0.0,0.8,184.061721,184.062,1699,901,798,6.9,2275,0.0,0.7,184.061721,184.062,1492,739,753,3.4,658,0.0,0.3,184.061721,184.062,2728,685,373,1670,2.9,641,0.0,0.3,184.061721,184.062,2511,642,415,1454
11-10-25-0.2,300,5,1004,3968,0.6,33,0.0,0.7,96.199407,96.199,1596,934,662,0.5,37,0.0,0.6,96.199407,96.199,1447,761,686,0.2,0,0.0,0.0,96.199407,96.199,1238,465,403,370,0.1,0,0.0,0.0,96.199407,96.199,1264,478,409,377
12-10-25-0.2,300,10,814,2756,4.1,669,0.0,1.1,121.767289,121.767,2527,1396,1131,2.7,348,0.0,1.3,121.767289,121.767,1964,974,990,0.6,3,0.0,0.0,121.767289,121.767,1995,633,482,880,0.5,6,0.0,0.0,121.767289,121.767,1884,612,484,788
13-10-25-0.2,300,30,902,3342,28.3,3934,0.0,1.3,200.248337,200.248,3197,1840,1357,17.4,1897,0.0,1.1,200.248337,200.248,2320,1205,1115,2.5,109,0.0,0.4,200.248337,200.248,3305,901,485,1919,1.6,66,0.0,0.3,200.248337,200.248,3003,866,510,1627
14-10-25-0.2,300,60,804,2722,41.9,7056,0.0,1.0,247.419304,247.419,3306,1890,1416,21.1,2604,0.0,0.8,247.419304,247.419,3015,1598,1417,12.8,431,0.0,0.2,247.419560,247.420,6021,1387,788,3846,11.1,632,0.0,0.2,247.419560,247.420,4601,1070,659,2872
15-10-25-0.2,300,100,910,3470,TL,560022,0.3,1.5,285.639966,286.506,3957,2089,1868,TL,610446,0.1,1.0,285.963709,286.317,3234,1589,1645,1449.7,102167,0.0,0.5,286.007997,286.008,9025,1638,895,6492,674.9,47690,0.0,0.4,286.007997,286.008,8110,1531,975,5604
16-10-25-0.2,400,5,1974,13784,14.1,616,0.0,2.8,181.420630,181.421,3989,2234,1755,4.4,187,0.0,1.7,181.420630,181.421,3690,1837,1853,2.2,16,0.0,0.7,181.420630,181.421,5075,1511,905,2659,2.0,19,0.0,0.6,181.420630,181.421,3879,1251,787,1841
17-10-25-0.2,400,10,1738,11266,138.0,8502,0.0,3.9,220.593527,220.594,5946,3495,2451,88.8,5249,0.0,2.7,220.593928,220.594,5355,2896,2459,30.7,323,0.0,1.6,220.593928,220.594,8441,1903,964,5574,9.0,161,0.0,1.4,220.593527,220.594,6894,1786,1044,4064
18-10-25-0.2,400,40,1430,7758,TL,273780,0.6,2.2,308.378376,310.202,5590,2955,2635,TL,293672,0.4,1.5,308.789492,310.161,4737,2254,2483,879.7,13791,0.0,0.9,308.978211,308.978,16901,2781,1270,12850,671.9,9440,0.0,0.8,308.978211,308.978,14909,2357,1294,11258
19-10-25-0.2,400,80,1644,9618,TL,277858,0.6,1.5,373.862341,376.223,5180,2751,2429,TL,288006,0.2,0.9,375.446147,376.198,4303,2137,2166,1358.6,34634,0.0,0.4,375.663114,375.663,14681,2618,971,11092,394.1,8997,0.0,0.3,375.663114,375.663,11685,2144,1053,8488
20-10-25-0.2,400,133,1462,8014,TL,384315,0.2,0.4,396.711051,397.490,4007,1884,2123,TL,366704,0.1,0.3,397.028304,397.392,3125,1657,1468,TL,151704,0.0,0.1,397.156713,397.165,9245,1764,901,6580,1309.1,71591,0.0,0.1,397.156713,397.157,8527,1824,885,5818
21-10-25-0.2,500,5,2918,27626,2.6,77,0.0,1.2,252.423896,252.424,3104,1814,1290,2.1,41,0.0,0.7,252.423896,252.424,2626,1380,1246,1.9,11,0.0,0.0,252.423896,252.424,3217,1172,827,1218,1.9,5,0.0,0.0,252.423896,252.424,3329,1370,812,1147
22-10-25-0.2,500,10,2496,21494,704.3,14350,0.0,3.6,284.236407,284.236,8791,5240,3551,314.4,7768,0.0,2.9,284.236407,284.236,7896,4490,3406,156.8,828,0.0,2.1,284.236407,284.236,12609,2874,1539,8196,74.1,506,0.0,1.8,284.236407,284.236,10181,2520,1606,6055
23-10-25-0.2,500,50,2772,24348,TL,114603,1.3,2.2,441.255920,446.872,7449,4197,3252,TL,137099,0.9,1.6,442.650173,446.541,6658,3371,3287,TL,82422,1.0,1.5,442.072932,446.328,22402,4007,2055,16340,TL,93512,0.6,1.1,443.131125,446.023,20949,3486,2325,15138
24-10-25-0.2,500,100,2810,23810,TL,184500,0.7,1.1,488.944191,492.194,4882,2794,2088,TL,176131,0.3,0.6,490.569472,492.084,4302,2364,1938,TL,82957,0.6,0.8,489.164859,492.033,18996,3206,1467,14323,TL,81555,0.2,0.4,490.616638,491.807,15114,2671,1496,10947
25-10-25-0.2,500,167,3078,29866,124.2,24178,0.0,0.0,499.697565,499.698,2026,1248,778,23.1,3297,0.0,0.0,499.697636,499.698,2832,1741,1091,46.8,2774,0.0,0.0,499.697469,499.697,4438,1377,625,2436,74.0,10357,0.0,0.0,499.697459,499.697,3569,1385,726,1458
26-10-25-0.2,600,5,5086,70238,82.2,1265,0.0,2.5,370.604017,370.604,6354,3545,2809,34.8,545,0.0,2.2,370.604017,370.604,6017,3332,2685,47.7,232,0.0,2.0,370.604017,370.604,9911,2971,1795,5145,31.9,192,0.0,1.6,370.604017,370.604,8933,2752,1812,4369
27-10-25-0.2,600,10,5420,75078,1162.6,41971,0.0,1.8,446.980312,446.980,8594,4142,4452,455.2,12016,0.0,1.5,446.980312,446.980,7030,3417,3613,1286.9,28631,0.0,1.3,446.980312,446.980,20779,3581,4021,13177,773.5,16369,0.0,1.1,446.980312,446.980,14420,2870,2505,9045
28-10-25-0.2,600,60,5338,78458,TL,95461,0.6,1.1,572.863691,576.530,6462,3794,2668,TL,117094,0.5,0.7,573.824293,576.479,5999,3117,2882,TL,99902,0.6,0.8,573.173793,576.466,13994,3846,2122,8026,TL,105861,0.4,0.5,574.236257,576.319,13342,3493,2527,7322
29-10-25-0.2,600,120,4982,67654,TL,181121,0.3,0.3,595.972406,597.536,4379,2708,1671,TL,153177,0.1,0.1,597.109741,597.456,3674,2358,1316,TL,144189,0.1,0.2,596.737037,597.476,9895,2770,1097,6028,TL,86749,0.0,0.1,597.179039,597.387,8576,2545,955,5076
30-10-25-0.2,600,200,4284,48514,0.7,0,0.0,0.0,600.000000,600.000,2563,1545,1018,0.9,0,0.0,0.0,600.000000,600.000,2639,1560,1079,1.7,0,0.0,0.0,600.000000,600.000,2930,1506,972,452,1.6,0,0.0,0.0,600.000000,600.000,3200,1628,1068,504
31-10-25-0.2,700,5,8624,152102,421.9,6951,0.0,3.0,510.572027,510.572,9952,5487,4465,272.3,3915,0.0,2.4,510.572027,510.572,9680,5141,4539,1369.4,1493,0.0,2.6,510.572027,510.572,30098,5174,2029,22895,371.8,1022,0.0,2.4,510.572027,510.572,19580,4770,2576,12234
32-10-25-0.2,700,10,7294,123992,880.0,9774,0.0,1.4,553.668413,553.668,9784,5961,3823,1341.6,45552,0.0,1.1,553.668413,553.668,7933,4088,3845,2009.6,27584,0.0,1.1,553.668413,553.668,16758,4423,3336,8999,918.7,2206,0.0,1.0,553.668413,553.668,14030,3765,2121,8144
33-10-25-0.2,700,70,7110,121930,TL,83736,0.2,0.5,687.668947,689.286,5799,3636,2163,TL,97231,0.2,0.4,687.574193,689.161,5897,3258,2639,TL,76312,0.2,0.4,687.816402,689.109,12835,3912,1555,7368,TL,100456,0.2,0.3,687.701565,689.063,11558,3817,1789,5952
34-10-25-0.2,700,140,8044,141988,15.0,1669,0.0,0.0,699.831488,699.831,2691,1840,851,5.8,361,0.0,0.0,699.831342,699.831,2654,1826,828,28.6,1055,0.0,0.0,699.830996,699.831,3538,2083,1031,424,13.5,210,0.0,0.0,699.831026,699.831,2933,1748,767,418
35-10-25-0.2,800,5,14838,312066,88.2,565,0.0,1.1,668.819703,668.820,6461,4027,2434,38.0,308,0.0,1.0,668.819703,668.820,5510,3350,2160,130.4,225,0.0,1.0,668.819703,668.820,9975,3675,2040,4260,71.8,171,0.0,1.0,668.819703,668.820,7376,3071,1953,2352
36-10-25-0.2,800,10,10904,224412,TL,46821,0.4,1.3,677.465347,680.443,11030,5577,5453,TL,32134,0.3,1.0,677.465347,679.418,9783,4619,5164,TL,34604,0.3,1.1,677.499392,679.811,21076,6315,4559,10202,TL,40550,0.3,1.0,677.465347,679.342,17796,4781,5031,7984
37-10-25-0.2,800,80,9072,186296,TL,59137,0.2,0.4,790.050314,791.793,4855,3485,1370,TL,84694,0.2,0.3,790.212079,791.753,5222,3297,1925,TL,52651,0.2,0.3,789.937409,791.742,11439,4093,1404,5942,TL,43196,0.2,0.2,790.374726,791.653,10669,3714,1423,5532
38-10-25-0.2,900,5,21526,466312,994.2,6826,0.0,1.2,788.212151,788.212,10654,5577,5077,671.0,2847,0.0,1.2,788.212151,788.212,8482,4719,3763,2307.4,6754,0.0,1.2,788.212151,788.212,22430,5757,4886,11787,1045.2,2166,0.0,1.0,788.212151,788.212,18678,4963,3462,10253
39-10-25-0.2,900,10,21248,471774,TL,79742,0.2,0.5,841.150116,842.563,8904,5226,3678,TL,37157,0.1,0.5,841.039043,842.197,7927,4224,3703,TL,49135,0.2,0.5,840.859926,842.778,10797,5217,3294,2286,TL,40926,0.1,0.5,841.039043,842.175,10076,4264,3381,2431
40-10-25-0.2,900,90,14636,345298,TL,130576,0.0,0.1,896.969978,897.284,2883,2315,568,TL,117958,0.0,0.1,897.048880,897.282,2763,2262,501,TL,92648,0.0,0.1,897.028880,897.267,5106,2533,413,2160,TL,94872,0.0,0.0,897.047526,897.239,4593,2507,442,1644
1-10-25-0.5,100,5,138,60,0.0,0,0.0,0.0,17.533333,17.533,225,109,116,0.0,0,0.0,0.0,17.533333,17.533,224,109,115,0.0,0,0.0,0.0,17.533333,17.533,242,109,115,18,0.0,0,0.0,0.0,17.533333,17.533,234,109,115,10
2-10-25-0.5,100,10,152,78,0.1,0,0.0,0.0,31.697481,31.697,255,123,132,0.0,0,0.0,0.0,31.697481,31.697,239,115,124,0.0,0,0.0,0.0,31.697481,31.697,280,119,127,34,0.0,0,0.0,0.0,31.697481,31.697,272,121,129,22
3-10-25-0.5,100,10,136,110,0.0,0,0.0,0.0,32.000000,32.000,264,132,132,0.0,0,0.0,0.0,32.000000,32.000,249,122,127,0.0,0,0.0,0.0,32.000000,32.000,290,122,120,48,0.0,0,0.0,0.0,32.000000,32.000,285,123,126,36
4-10-25-0.5,100,20,126,66,0.0,0,0.0,0.0,43.522222,43.522,253,128,125,0.0,0,0.0,0.0,43.522222,43.522,250,125,125,0.0,0,0.0,0.0,43.522222,43.522,289,128,123,38,0.0,0,0.0,0.0,43.522222,43.522,274,125,123,26
5-10-25-0.5,100,33,174,116,0.1,7,0.0,0.0,70.344444,70.344,360,186,174,0.0,8,0.0,0.0,70.344444,70.344,342,175,167,0.1,0,0.0,0.0,70.344444,70.344,417,179,160,78,0.0,0,0.0,0.0,70.344444,70.344,390,171,161,58
6-10-25-0.5,200,5,408,628,0.1,0,0.0,0.0,41.113333,41.113,511,241,270,0.1,0,0.0,0.0,41.113333,41.113,517,238,279,0.1,0,0.0,0.0,41.113333,41.113,610,241,259,110,0.1,0,0.0,0.0,41.113333,41.113,577,238,263,76
7-10-25-0.5,200,10,414,906,0.2,28,0.0,0.3,67.615704,67.616,740,359,381,0.2,43,0.0,0.2,67.615704,67.616,732,344,388,0.1,0,0.0,0.0,67.615704,67.616,920,326,278,316,0.1,0,0.0,0.0,67.615704,67.616,905,319,298,288
8-10-25-0.5,200,20,360,658,0.2,61,0.0,0.1,93.114667,93.115,700,337,363,0.2,32,0.0,0.2,93.114667,93.115,696,337,359,0.1,0,0.0,0.0,93.114667,93.115,817,313,276,228,0.1,0,0.0,0.0,93.114667,93.115,804,313,287,204
9-10-25-0.5,200,40,418,686,0.9,488,0.0,0.2,140.161649,140.162,842,439,403,0.2,57,0.0,0.1,140.161649,140.162,712,362,350,0.2,16,0.0,0.0,140.161649,140.162,1094,370,284,440,0.2,13,0.0,0.0,140.161649,140.162,1025,360,287,378
10-10-25-0.5,200,67,526,1372,5.3,2084,0.0,0.4,182.753165,182.753,1292,644,648,4.2,1921,0.0,0.4,182.753165,182.753,1150,586,564,0.7,77,0.0,0.1,182.753165,182.753,2021,580,351,1090,0.9,129,0.0,0.1,182.753165,182.753,2023,592,395,1036
11-10-25-0.5,300,5,1004,3968,0.3,9,0.0,0.0,95.449630,95.450,1075,596,479,0.2,7,0.0,0.0,95.449630,95.450,1000,542,458,0.2,0,0.0,0.0,95.449630,95.450,1277,492,410,375,0.1,0,0.0,0.0,95.449630,95.450,1250,489,410,351
12-10-25-0.5,300,10,814,2756,1.4,89,0.0,0.6,120.579556,120.580,1877,993,884,0.8,45,0.0,0.4,120.579556,120.580,1611,768,843,0.3,0,0.0,0.0,120.579556,120.580,1703,566,463,674,0.4,0,0.0,0.0,120.579556,120.580,1720,563,467,690
13-10-25-0.5,300,30,902,3342,6.3,991,0.0,0.4,198.405211,198.405,1771,964,807,2.6,458,0.0,0.4,198.405211,198.405,1507,796,711,0.7,18,0.0,0.0,198.405211,198.405,2043,655,452,936,0.9,27,0.0,0.0,198.405211,198.405,2179,689,514,976
14-10-25-0.5,300,60,804,2722,9.5,1617,0.0,0.3,245.202065,245.202,2075,984,1091,6.5,1303,0.0,0.3,245.202065,245.202,1666,767,899,1.8,130,0.0,0.1,245.202225,245.202,2765,790,593,1382,1.1,111,0.0,0.1,245.202225,245.202,2468,771,567,1130
15-10-25-0.5,300,100,910,3470,255.4,67019,0.0,0.5,283.163954,283.164,2503,1341,1162,50.8,10242,0.0,0.4,283.163954,283.164,2325,1147,1178,9.9,824,0.0,0.1,283.163954,283.164,4528,1064,612,2852,8.8,897,0.0,0.1,283.163954,283.164,4164,1049,641,2474
16-10-25-0.5,400,5,1974,13784,2.6,110,0.0,1.3,177.562894,177.563,3113,1608,1505,1.3,39,0.0,1.3,177.562894,177.563,2531,1271,1260,1.6,11,0.0,0.4,177.562894,177.563,3487,1217,748,1522,2.0,11,0.0,0.4,177.562894,177.563,3148,1114,736,1298
17-10-25-0.5,400,10,1738,11266,55.6,2754,0.0,2.3,216.971205,216.971,4278,2362,1916,9.2,543,0.0,1.7,216.971205,216.971,3178,1703,1475,4.4,52,0.0,0.7,216.971205,216.971,5675,1667,933,3075,4.3,47,0.0,0.7,216.971205,216.971,5556,1659,939,2958
