,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,p_s,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
31-1-20-0.2-0.5,700,5,1,20,0.2,0.5,908,66054,38.2,1816,0.0,2.6,384.850000,384.850,3493,1031,2462,37.9,1702,0.0,2.4,384.850000,384.850,3864,1093,2771,30.9,329,0.0,1.8,384.850000,384.850,7373,964,1857,4552,39.6,317,0.0,2.0,384.850000,384.850,7535,984,1609,4942
31-2-20-0.01-0.1,700,5,2,20,0.01,0.1,1186,65776,4.7,239,0.0,1.3,137.089098,137.089,2859,1071,1788,3.5,156,0.0,1.0,137.089098,137.089,2770,1043,1727,7.7,14,0.0,0.2,137.089098,137.089,3522,986,1432,1104,8.9,10,0.0,0.2,137.089098,137.089,3035,961,1322,752
31-2-20-0.01-0.2,700,5,2,20,0.01,0.2,1186,65776,2.8,33,0.0,0.7,228.795302,228.795,3462,1009,2453,2.6,28,0.0,0.7,228.795302,228.795,3079,893,2186,5.9,21,0.0,0.5,228.795302,228.795,4706,999,2401,1306,11.0,27,0.0,0.5,228.795302,228.795,4082,941,2168,973
31-2-20-0.01-0.5,700,5,2,20,0.01,0.5,1186,65776,46.1,2034,0.0,2.0,411.520312,411.520,3882,1124,2758,36.3,2651,0.0,1.8,411.520312,411.520,3399,1109,2290,34.8,332,0.0,2.1,411.520312,411.520,7306,967,1603,4736,21.9,239,0.0,1.8,411.520312,411.520,6515,985,1700,3830
31-2-20-0.1-0.1,700,5,2,20,0.1,0.1,1186,65776,2.1,63,0.0,0.7,131.535544,131.536,2600,955,1645,2.2,69,0.0,0.7,131.535544,131.536,2763,1041,1722,4.4,13,0.0,0.1,131.535544,131.536,3209,944,1252,1013,5.0,9,0.0,0.1,131.535544,131.536,3050,913,1250,887
31-2-20-0.1-0.2,700,5,2,20,0.1,0.2,1186,65776,4.5,104,0.0,0.8,219.341184,219.341,3119,933,2186,2.4,49,0.0,0.7,219.341184,219.341,2923,927,1996,6.0,31,0.0,0.4,219.341184,219.341,4032,939,1989,1104,8.2,25,0.0,0.5,219.341184,219.341,5099,1049,2201,1849
31-2-20-0.1-0.5,700,5,2,20,0.1,0.5,1186,65776,32.0,1699,0.0,2.6,399.609375,399.609,3477,1038,2439,33.0,1961,0.0,2.3,399.609375,399.609,3265,1012,2253,30.9,261,0.0,1.8,399.609375,399.609,6508,946,1648,3914,19.9,208,0.0,1.4,399.609375,399.609,6541,997,1684,3860
31-2-20-0.2-0.1,700,5,2,20,0.2,0.1,1186,65776,2.1,75,0.0,0.8,125.364928,125.365,2348,941,1407,4.7,50,0.0,0.8,125.364928,125.365,2565,957,1608,10.5,6,0.0,0.1,125.364928,125.365,3295,912,1324,1059,6.8,14,0.0,0.1,125.364928,125.365,2887,900,1212,775
31-2-20-0.2-0.2,700,5,2,20,0.2,0.2,1186,65776,2.5,38,0.0,0.7,208.847296,208.847,2734,879,1855,2.1,39,0.0,0.7,208.847296,208.847,2720,910,1810,6.7,19,0.0,0.4,208.847296,208.847,3897,917,2052,928,14.5,26,0.0,0.6,208.847296,208.847,3814,924,1642,1248
31-2-20-0.2-0.5,700,5,2,20,0.2,0.5,1186,65776,30.5,1557,0.0,2.5,386.925000,386.925,3411,1038,2373,38.1,1990,0.0,2.4,386.925000,386.925,3296,1015,2281,30.0,277,0.0,1.9,386.925000,386.925,7506,972,1605,4929,21.4,154,0.0,1.4,386.925000,386.925,5077,944,1743,2390
32-1-20-0.01-0.1,700,10,1,20,0.01,0.1,904,51788,6.7,193,0.0,0.6,188.762875,188.763,3563,1095,2468,6.7,188,0.0,0.7,188.762875,188.763,3112,1003,2109,13.8,90,0.0,0.4,188.762875,188.763,6594,1320,2745,2529,17.3,69,0.0,0.4,188.762875,188.763,5344,1140,2799,1405
32-1-20-0.01-0.2,700,10,1,20,0.01,0.2,904,51788,17.8,1422,0.0,0.6,293.481437,293.481,4031,1024,3007,12.1,733,0.0,0.6,293.481437,293.481,3747,996,2751,60.2,520,0.0,0.6,293.481437,293.481,8735,1112,3111,4512,24.1,195,0.0,0.5,293.481437,293.481,6817,1116,2764,2937
32-1-20-0.01-0.5,700,10,1,20,0.01,0.5,904,51788,106.3,5575,0.0,1.0,469.139570,469.140,4113,1237,2876,105.6,6821,0.0,1.2,469.139570,469.140,3943,1141,2802,86.9,802,0.0,0.8,469.139570,469.140,7565,1089,1848,4628,75.0,975,0.0,0.8,469.139570,469.140,7324,1029,1791,4504
32-1-20-0.1-0.1,700,10,1,20,0.1,0.1,904,51788,4.9,255,0.0,0.6,178.066250,178.066,3555,1029,2526,5.5,133,0.0,0.7,178.066250,178.066,3383,991,2392,11.6,56,0.0,0.3,178.066250,178.066,5226,1097,2389,1740,16.4,47,0.0,0.5,178.066250,178.066,5683,1160,2662,1861
32-1-20-0.1-0.2,700,10,1,20,0.1,0.2,904,51788,17.6,846,0.0,0.6,278.506595,278.507,3997,1001,2996,9.9,604,0.0,0.6,278.506595,278.507,3749,994,2755,33.6,313,0.0,0.5,278.506595,278.507,7513,1025,2739,3749,25.9,167,0.0,0.5,278.506595,278.507,6643,1034,2588,3021
32-1-20-0.1-0.5,700,10,1,20,0.1,0.5,904,51788,78.3,5426,0.0,1.1,454.399609,454.400,3642,1127,2515,53.1,3429,0.0,1.0,454.399609,454.400,3579,1089,2490,51.6,681,0.0,0.8,454.399609,454.400,7213,1046,1804,4363,41.7,607,0.0,0.8,454.399609,454.400,6531,1043,1766,3722
32-1-20-0.2-0.1,700,10,1,20,0.2,0.1,904,51788,10.6,376,0.0,0.7,166.606180,166.606,3554,957,2597,3.8,128,0.0,0.7,166.606180,166.606,3286,925,2361,7.0,39,0.0,0.2,166.606180,166.606,5172,957,3054,1161,6.7,49,0.0,0.2,166.606180,166.606,4456,914,2299,1243
32-1-20-0.2-0.2,700,10,1,20,0.2,0.2,904,51788,16.2,528,0.0,0.5,262.205862,262.206,3770,972,2798,12.5,430,0.0,0.5,262.205862,262.206,3827,968,2859,18.8,146,0.0,0.4,262.205862,262.206,5432,1005,2759,1668,8.5,78,0.0,0.3,262.205862,262.206,5133,971,2763,1399
32-1-20-0.2-0.5,700,10,1,20,0.2,0.5,904,51788,60.8,3879,0.0,0.6,438.021875,438.022,3664,1027,2637,45.1,2274,0.0,0.7,438.021875,438.022,3606,1006,2600,22.0,281,0.0,0.6,438.021875,438.022,5206,944,1874,2388,31.6,301,0.0,0.6,438.021875,438.022,5030,958,1848,2224
32-2-20-0.01-0.1,700,10,2,20,0.01,0.1,1152,51540,27.5,1733,0.0,1.8,191.010527,191.011,6296,1146,5150,25.0,1233,0.0,1.8,191.010527,191.011,6790,1110,5680,127.8,1303,0.0,1.3,191.010527,191.011,14890,1264,4858,8768,79.0,1064,0.0,1.0,191.010527,191.011,11878,1207,4114,6557
32-2-20-0.01-0.2,700,10,2,20,0.01,0.2,1152,51540,33.9,1606,0.0,1.2,294.815816,294.816,7149,1247,5902,49.1,2354,0.0,1.2,294.815816,294.816,6754,1149,5605,218.5,2483,0.0,1.0,294.815816,294.816,14822,1328,5126,8368,177.3,2179,0.0,1.0,294.815816,294.816,12702,1179,4090,7433
32-2-20-0.01-0.5,700,10,2,20,0.01,0.5,1152,51540,87.1,4930,0.0,1.1,469.602559,469.603,3827,1226,2601,84.5,6511,0.0,1.0,469.602559,469.603,3948,1218,2730,123.6,1085,0.0,0.8,469.602559,469.603,9232,1082,1706,6444,72.8,988,0.0,0.9,469.602559,469.603,7995,1112,1644,5239
32-2-20-0.1-0.1,700,10,2,20,0.1,0.1,1152,51540,26.8,1116,0.0,1.7,181.400478,181.400,5052,1171,3881,29.3,1657,0.0,1.4,181.400478,181.400,6001,1242,4759,204.7,1474,0.0,1.1,181.400478,181.400,14216,1349,3009,9858,26.6,302,0.0,1.0,181.400478,181.400,8961,1274,3027,4660
32-2-20-0.1-0.2,700,10,2,20,0.1,0.2,1152,51540,38.9,2428,0.0,1.1,280.503598,280.504,6112,1071,5041,40.0,2774,0.0,1.0,280.503598,280.504,5437,1052,4385,188.7,1605,0.0,0.9,280.503598,280.504,12436,1074,3692,7670,154.7,1877,0.0,0.9,280.503598,280.504,11334,995,3041,7298
32-2-20-0.1-0.5,700,10,2,20,0.1,0.5,1152,51540,63.5,3747,0.0,1.1,455.343945,455.344,3823,1182,2641,57.7,3620,0.0,1.0,455.343945,455.344,3604,1118,2486,67.0,625,0.0,0.8,455.343945,455.344,7558,1095,1717,4746,38.5,598,0.0,0.8,455.343945,455.344,7073,1146,1861,4066
32-2-20-0.2-0.1,700,10,2,20,0.2,0.1,1152,51540,27.1,1761,0.0,1.7,171.145046,171.145,4400,1131,3269,25.3,1607,0.0,1.4,171.145046,171.145,4849,1138,3711,51.5,446,0.0,1.1,171.145046,171.145,10265,1154,2665,6446,26.5,191,0.0,0.9,171.145046,171.145,7555,1117,2998,3440
32-2-20-0.2-0.2,700,10,2,20,0.2,0.2,1152,51540,39.2,2383,0.0,1.3,264.746830,264.747,4165,1028,3137,39.4,2247,0.0,1.1,264.746830,264.747,3943,1016,2927,372.8,8337,0.0,1.2,264.746830,264.747,14796,1067,3055,10674,292.1,5763,0.0,1.1,264.746830,264.747,13730,1069,3029,9632
32-2-20-0.2-0.5,700,10,2,20,0.2,0.5,1152,51540,39.9,2239,0.0,0.8,439.639063,439.639,3411,1003,2408,57.2,4311,0.0,0.7,439.639063,439.639,3360,1015,2345,32.2,410,0.0,0.7,439.639063,439.639,6320,1009,1771,3540,26.3,311,0.0,0.6,439.639063,439.639,5443,995,1840,2608
33-1-20-0.01-0.1,700,70,1,20,0.01,0.1,896,50622,TL,79479,0.4,1.1,495.510697,497.611,5147,853,4294,TL,92488,0.3,1.0,495.824152,497.332,5139,864,4275,TL,56098,0.3,0.9,495.862883,497.668,15436,967,4664,9805,TL,65039,0.3,0.8,495.820164,497.217,11244,884,4174,6186
33-1-20-0.01-0.2,700,70,1,20,0.01,0.2,896,50622,TL,119446,0.2,0.6,586.620015,587.786,5120,792,4328,TL,104647,0.1,0.4,586.811018,587.581,4959,771,4188,TL,80294,0.2,0.5,586.756390,587.809,11907,845,3836,7226,TL,104443,0.1,0.4,586.759070,587.550,9041,839,3929,4273
33-1-20-0.01-0.5,700,70,1,20,0.01,0.5,896,50622,TL,199530,0.1,0.4,671.235435,672.257,3729,811,2918,TL,217679,0.2,0.3,670.885665,672.261,3502,767,2735,TL,193824,0.1,0.4,671.253740,672.237,8201,857,2534,4810,TL,243554,0.1,0.2,671.396250,672.111,7055,798,2669,3588
33-1-20-0.1-0.1,700,70,1,20,0.1,0.1,896,50622,TL,80545,0.5,1.2,461.985485,464.073,4741,811,3930,TL,79120,0.4,1.1,462.116379,463.899,5039,806,4233,TL,37024,0.4,0.9,462.035351,463.858,16076,844,3854,11378,TL,60281,0.3,0.8,462.230170,463.659,13765,844,4027,8894
33-1-20-0.1-0.2,700,70,1,20,0.1,0.2,896,50622,TL,133471,0.2,0.6,551.359368,552.468,4742,780,3962,TL,106727,0.1,0.5,551.493652,552.322,4403,772,3631,TL,99085,0.2,0.5,551.408342,552.330,11993,799,3737,7457,TL,71298,0.1,0.4,551.614307,552.143,9915,772,3259,5884
33-1-20-0.1-0.5,700,70,1,20,0.1,0.5,896,50622,TL,217306,0.1,0.4,646.229068,647.011,3373,764,2609,TL,253819,0.1,0.3,646.189793,646.938,3663,746,2917,TL,208694,0.1,0.3,646.298073,646.984,8440,807,2387,5246,TL,232939,0.1,0.2,646.066992,646.906,6592,777,2680,3135
33-1-20-0.2-0.1,700,70,1,20,0.2,0.1,896,50622,TL,98022,0.3,1.1,427.478873,428.943,4446,804,3642,TL,82853,0.3,1.0,427.397780,428.756,4517,782,3735,TL,46003,0.3,0.7,427.397780,428.608,19001,834,3550,14617,TL,64245,0.2,0.6,427.397780,428.445,17095,828,3531,12736
33-1-20-0.2-0.2,700,70,1,20,0.2,0.2,896,50622,TL,126519,0.3,0.7,513.450379,514.911,5048,779,4269,TL,105588,0.1,0.5,513.956457,514.801,4892,753,4139,TL,103011,0.2,0.5,513.909160,514.855,12738,797,3639,8302,TL,91930,0.1,0.4,513.983973,514.703,11919,773,3768,7378
33-1-20-0.2-0.5,700,70,1,20,0.2,0.5,896,50622,TL,235798,0.2,0.4,618.396665,619.493,4124,762,3362,TL,192289,0.1,0.2,618.746282,619.447,3751,748,3003,TL,206617,0.1,0.3,618.597494,619.520,9529,783,2630,6116,TL,143740,0.1,0.2,618.887022,619.331,7009,766,2519,3724
33-2-20-0.01-0.1,700,70,2,20,0.01,0.1,1140,50378,TL,72237,1.0,1.9,499.035412,503.923,5033,883,4150,TL,75514,0.8,1.6,499.343903,503.291,5321,805,4516,TL,26552,0.9,1.6,499.035412,503.526,18370,932,4296,13142,TL,38915,0.8,1.4,499.016112,502.980,13337,875,3845,8617
33-2-20-0.01-0.2,700,70,2,20,0.01,0.2,1140,50378,TL,90211,0.4,0.9,588.747361,591.093,5500,859,4641,TL,81170,0.3,0.6,589.107394,590.715,5732,870,4862,TL,62143,0.3,0.7,588.965302,590.853,15880,877,4854,10149,TL,87019,0.2,0.5,589.124056,590.643,12209,860,4555,6794
33-2-20-0.01-0.5,700,70,2,20,0.01,0.5,1140,50378,TL,255943,0.2,0.4,671.651494,672.853,3233,834,2399,TL,245133,0.1,0.3,671.684452,672.771,3360,759,2601,TL,169597,0.1,0.4,671.731814,672.794,8991,831,2378,5782,TL,177676,0.2,0.3,671.614779,672.754,6815,812,2543,3460
33-2-20-0.1-0.1,700,70,2,20,0.1,0.1,1140,50378,TL,71867,1.1,2.1,468.388367,473.609,4924,817,4107,TL,83545,0.9,1.8,468.747760,473.226,5396,807,4589,TL,19253,0.8,1.5,468.862454,472.897,19800,838,3577,15385,TL,26773,0.9,1.5,468.403061,472.542,16498,829,3567,12102
33-2-20-0.1-0.2,700,70,2,20,0.1,0.2,1140,50378,TL,98204,0.4,0.9,555.905896,558.173,4855,791,4064,TL,113907,0.2,0.7,556.475110,557.847,4795,777,4018,TL,53975,0.2,0.6,556.413996,557.833,13688,806,3437,9445,TL,69422,0.2,0.6,556.487816,557.786,13798,789,3728,9281
33-2-20-0.1-0.5,700,70,2,20,0.1,0.5,1140,50378,TL,212569,0.2,0.5,647.512494,648.907,3671,786,2885,TL,288671,0.1,0.3,647.911022,648.918,3574,762,2812,TL,202279,0.1,0.4,647.840651,648.882,9025,813,2480,5732,TL,141142,0.1,0.2,648.139035,648.846,7231,776,2303,4152
33-2-20-0.2-0.1,700,70,2,20,0.2,0.1,1140,50378,TL,90053,1.2,2.2,437.114192,442.196,4666,814,3852,TL,114517,1.0,1.9,437.114192,441.466,4510,762,3748,TL,10071,1.0,1.5,437.114192,441.600,30131,838,3033,26260,TL,12054,0.9,1.4,437.114192,441.286,26544,814,3275,22455
33-2-20-0.2-0.2,700,70,2,20,0.2,0.2,1140,50378,TL,106834,0.3,0.9,522.030107,523.852,4799,793,4006,TL,128377,0.2,0.7,522.299399,523.551,4992,780,4212,TL,97088,0.3,0.6,522.202226,523.686,16274,808,3817,11649,TL,74914,0.2,0.5,522.583295,523.520,16547,802,3637,12108
33-2-20-0.2-0.5,700,70,2,20,0.2,0.5,1140,50378,TL,294443,0.1,0.3,622.939604,623.497,3253,765,2488,TL,252674,0.1,0.3,622.749927,623.490,3698,769,2929,TL,179551,0.1,0.3,622.708130,623.465,8661,769,2213,5679,TL,141942,0.1,0.2,623.041737,623.389,7368,761,2164,4443
34-1-20-0.01-0.1,700,140,1,20,0.01,0.1,902,59830,TL,51387,0.7,1.2,610.081609,614.126,5101,751,4350,TL,67375,0.5,1.0,610.391949,613.496,5038,727,4311,TL,12560,0.6,1.0,610.081609,613.840,22450,798,4173,17479,TL,58628,0.5,0.8,610.288345,613.228,12754,741,4412,7601
34-1-20-0.01-0.2,700,140,1,20,0.01,0.2,902,59830,TL,56901,0.7,1.3,667.210290,671.644,6189,785,5404,TL,78448,0.3,0.7,669.093382,671.278,5429,733,4696,TL,37654,0.6,1.0,667.544527,671.578,18042,798,5530,11714,TL,57910,0.3,0.5,668.834365,671.164,9892,745,4681,4466
34-1-20-0.01-0.5,700,140,1,20,0.01,0.5,902,59830,TL,151060,0.2,0.3,695.455776,696.916,3284,754,2530,TL,122824,0.1,0.1,696.284272,696.890,2362,760,1602,TL,117363,0.2,0.3,695.424190,696.888,14698,761,2183,11754,TL,117818,0.1,0.1,696.314298,696.868,8348,754,1520,6074
34-1-20-0.1-0.1,700,140,1,20,0.1,0.1,902,59830,TL,61188,0.7,1.4,571.778130,575.513,4558,749,3809,TL,78129,0.6,1.2,571.778130,575.003,4006,719,3287,TL,20586,0.6,1.0,571.778130,575.315,20511,738,3247,16526,TL,45986,0.6,0.9,571.778130,574.897,18264,729,3332,14203
34-1-20-0.1-0.2,700,140,1,20,0.1,0.2,902,59830,TL,73515,0.5,1.3,630.378494,633.377,5685,762,4923,TL,83326,0.3,0.9,630.918993,633.217,4798,736,4062,TL,34981,0.4,0.8,630.462626,633.274,16517,781,4323,11413,TL,52508,0.3,0.6,630.840788,633.103,11764,732,3377,7655
34-1-20-0.1-0.5,700,140,1,20,0.1,0.5,902,59830,TL,165296,0.1,0.3,673.403975,674.332,2493,746,1747,TL,193279,0.1,0.2,673.858587,674.308,2023,738,1285,TL,115382,0.1,0.2,673.406274,674.351,13275,765,1421,11089,TL,133769,0.1,0.1,673.889940,674.282,8290,749,1247,6294
34-1-20-0.2-0.1,700,140,1,20,0.2,0.1,902,59830,TL,73543,0.7,1.4,532.520331,536.027,4594,732,3862,TL,81404,0.6,1.2,532.520331,535.806,4146,724,3422,TL,8123,0.6,0.9,532.520331,535.911,29712,759,3471,25482,TL,17002,0.6,0.9,532.520331,535.668,28706,754,3237,24715
34-1-20-0.2-0.2,700,140,1,20,0.2,0.2,902,59830,TL,77615,0.4,1.2,592.251555,594.717,4781,749,4032,TL,94436,0.3,1.0,592.642618,594.687,3639,721,2918,TL,30373,0.4,0.7,592.107106,594.600,17194,744,3304,13146,TL,74591,0.3,0.5,592.695524,594.416,14790,726,3352,10712
34-1-20-0.2-0.5,700,140,1,20,0.2,0.5,902,59830,TL,258355,0.1,0.3,650.172578,650.654,2269,738,1531,TL,267696,0.1,0.2,650.253462,650.597,1886,724,1162,TL,184615,0.1,0.2,650.105852,650.660,8291,748,1097,6446,TL,188972,0.0,0.1,650.337900,650.556,6560,735,1065,4760
34-2-20-0.01-0.1,700,140,2,20,0.01,0.1,1162,59570,TL,46330,0.8,1.6,613.737597,618.964,5872,802,5070,TL,66894,0.7,1.3,613.737597,618.066,5151,745,4406,TL,9728,0.8,1.2,613.737597,618.561,25357,846,4565,19946,TL,36791,0.6,0.9,613.737597,617.687,14770,775,4036,9959
34-2-20-0.01-0.2,700,140,2,20,0.01,0.2,1162,59570,TL,56350,0.8,1.5,667.773369,673.276,5834,792,5042,TL,87096,0.4,0.8,670.062680,672.733,5678,769,4909,TL,30278,0.7,1.1,668.197425,673.084,17621,778,5088,11755,TL,48533,0.4,0.7,669.619625,672.469,10194,751,4137,5306
34-2-20-0.01-0.5,700,140,2,20,0.01,0.5,1162,59570,TL,165087,0.2,0.3,695.620322,697.146,2917,790,2127,TL,158502,0.1,0.1,696.526922,697.098,2454,815,1639,TL,120200,0.2,0.3,695.611743,697.153,13315,788,1879,10648,TL,118785,0.1,0.1,696.510192,697.123,8863,791,1535,6537
34-2-20-0.1-0.1,700,140,2,20,0.1,0.1,1162,59570,TL,62913,0.9,1.5,578.499479,583.540,4866,767,4099,TL,96874,0.8,1.4,578.508758,583.171,4069,729,3340,TL,13979,0.8,1.1,578.508758,582.960,23471,776,3597,19098,TL,27934,0.7,1.0,578.508758,582.606,22535,782,3453,18300
34-2-20-0.1-0.2,700,140,2,20,0.1,0.2,1162,59570,TL,60342,0.6,1.5,634.365025,638.142,4742,770,3972,TL,97654,0.4,1.0,634.956616,637.747,4554,731,3823,TL,52548,0.6,1.0,634.213271,637.885,16767,789,3973,12005,TL,59793,0.4,0.6,635.093948,637.435,13348,749,3169,9430
34-2-20-0.1-0.5,700,140,2,20,0.1,0.5,1162,59570,TL,219699,0.1,0.3,676.298309,677.056,2135,756,1379,TL,242016,0.1,0.2,676.511991,676.953,2026,737,1289,TL,167792,0.1,0.2,676.271087,676.979,10650,763,1383,8504,TL,127686,0.1,0.1,676.562896,676.931,8574,747,1178,6649
34-2-20-0.2-0.1,700,140,2,20,0.2,0.1,1162,59570,TL,75866,0.9,1.6,544.728802,549.455,4357,757,3600,TL,147134,0.8,1.4,544.774226,549.103,4278,732,3546,TL,11430,0.7,1.0,544.783471,548.847,31356,792,3509,27055,TL,17873,0.7,1.0,544.599744,548.702,29011,798,3033,25180
34-2-20-0.2-0.2,700,140,2,20,0.2,0.2,1162,59570,TL,83699,0.5,1.3,601.023180,603.993,4073,752,3321,TL,123704,0.4,1.0,601.377984,603.894,3540,728,2812,TL,48905,0.4,0.7,601.200343,603.711,19960,752,3021,16187,TL,64214,0.3,0.5,601.613730,603.548,19149,760,2808,15581
34-2-20-0.2-0.5,700,140,2,20,0.2,0.5,1162,59570,TL,264920,0.1,0.3,655.907174,656.362,2227,757,1470,TL,398125,0.0,0.2,656.092774,656.265,2000,741,1259,TL,228180,0.1,0.2,655.985174,656.325,6924,763,1251,4910,TL,199581,0.0,0.1,656.120319,656.218,5607,745,940,3922
35-1-20-0.01-0.1,800,5,1,20,0.01,0.1,1100,145746,2.5,13,0.0,0.2,210.301002,210.301,3179,1015,2164,2.6,29,0.0,0.2,210.301002,210.301,2974,1044,1930,8.4,5,0.0,0.0,210.301002,210.301,4070,1161,2256,653,21.4,5,0.0,0.0,210.301002,210.301,3672,1039,2072,561
35-1-20-0.01-0.2,800,5,1,20,0.01,0.2,1100,145746,2.5,17,0.0,0.2,353.871731,353.872,3217,1013,2204,3.5,29,0.0,0.2,353.871731,353.872,3446,1060,2386,10.2,10,0.0,0.1,353.871731,353.872,4135,1103,2158,874,14.5,13,0.0,0.1,353.871731,353.872,4454,1172,2505,777
35-1-20-0.01-0.5,800,5,1,20,0.01,0.5,1100,145746,19.9,435,0.0,0.8,587.643125,587.643,3591,1080,2511,17.4,401,0.0,0.8,587.643125,587.643,3471,1067,2404,44.6,129,0.0,1.0,587.643125,587.643,5476,1069,1795,2612,41.7,127,0.0,0.9,587.643125,587.643,5453,1037,1758,2658
35-1-20-0.1-0.1,800,5,1,20,0.1,0.1,1100,145746,2.5,19,0.0,0.1,198.755456,198.755,2800,996,1804,2.8,26,0.0,0.3,198.755456,198.755,3158,1015,2143,5.1,3,0.0,0.0,198.755456,198.755,3380,1014,1905,461,8.0,3,0.0,0.0,198.755456,198.755,3366,998,1902,466
35-1-20-0.1-0.2,800,5,1,20,0.1,0.2,1100,145746,2.3,13,0.0,0.2,335.483392,335.483,3007,1009,1998,2.8,16,0.0,0.2,335.483392,335.483,3072,1003,2069,5.7,9,0.0,0.1,335.483392,335.483,3289,985,1788,516,13.1,9,0.0,0.1,335.483392,335.483,3495,1017,1960,518
35-1-20-0.1-0.5,800,5,1,20,0.1,0.5,1100,145746,24.9,1040,0.0,1.0,566.993750,566.994,3635,1180,2455,20.2,764,0.0,1.1,566.993750,566.994,3315,1119,2196,26.8,111,0.0,0.7,566.993750,566.994,4897,1044,1875,1978,33.6,127,0.0,0.8,566.993750,566.994,4968,1042,1798,2128
35-1-20-0.2-0.1,800,5,1,20,0.2,0.1,1100,145746,2.2,25,0.0,0.1,185.927072,185.927,2681,919,1762,2.5,19,0.0,0.2,185.927072,185.927,2900,925,1975,6.8,7,0.0,0.1,185.927072,185.927,3239,915,1889,435,4.6,8,0.0,0.0,185.927072,185.927,2937,897,1717,323
35-1-20-0.2-0.2,800,5,1,20,0.2,0.2,1100,145746,2.4,19,0.0,0.2,315.051904,315.052,2891,991,1900,2.9,27,0.0,0.2,315.051904,315.052,2904,948,1956,8.7,11,0.0,0.1,315.051904,315.052,3442,969,1914,559,13.9,13,0.0,0.1,315.051904,315.052,3312,954,1924,434
35-1-20-0.2-0.5,800,5,1,20,0.2,0.5,1100,145746,12.9,418,0.0,1.0,544.050000,544.050,2979,1017,1962,16.1,460,0.0,0.9,544.050000,544.050,3045,1032,2013,15.6,65,0.0,0.6,544.050000,544.050,3818,977,2110,731,23.2,77,0.0,0.7,544.050000,544.050,4616,1001,2042,1573
35-2-20-0.01-0.1,800,5,2,20,0.01,0.1,1460,145386,4.6,89,0.0,0.5,215.425478,215.425,3382,1056,2326,4.6,82,0.0,0.7,215.425478,215.425,3270,1013,2257,20.5,13,0.0,0.0,215.425478,215.425,4222,1091,2083,1048,15.6,13,0.0,0.1,215.425478,215.425,5045,1136,2776,1133
35-2-20-0.01-0.2,800,5,2,20,0.01,0.2,1460,145386,9.1,73,0.0,0.4,356.700723,356.701,3554,1047,2507,3.0,26,0.0,0.3,356.700723,356.701,3333,1049,2284,21.0,29,0.0,0.2,356.700723,356.701,4818,1152,2167,1499,15.8,17,0.0,0.2,356.700723,356.701,4626,1131,2316,1179
35-2-20-0.01-0.5,800,5,2,20,0.01,0.5,1460,145386,32.7,1019,0.0,1.1,587.930625,587.931,3349,1118,2231,18.7,659,0.0,0.9,587.930625,587.931,3584,1151,2433,34.6,143,0.0,1.0,587.930625,587.931,6479,1066,1997,3416,18.3,103,0.0,0.7,587.930625,587.931,5723,1062,2075,2586
35-2-20-0.1-0.1,800,5,2,20,0.1,0.1,1460,145386,3.2,41,0.0,0.6,204.168616,204.169,3280,968,2312,4.0,58,0.0,0.6,204.168616,204.169,3176,977,2199,14.9,9,0.0,0.0,204.168616,204.169,4235,1014,2407,814,11.3,5,0.0,0.0,204.168616,204.169,3993,1046,2189,758
35-2-20-0.1-0.2,800,5,2,20,0.1,0.2,1460,145386,3.8,82,0.0,0.4,338.746112,338.746,3011,1025,1986,3.1,24,0.0,0.2,338.746112,338.746,3279,1029,2250,21.3,21,0.0,0.1,338.746112,338.746,4753,1087,2259,1407,21.1,23,0.0,0.2,338.746112,338.746,4033,1037,1911,1085
35-2-20-0.1-0.5,800,5,2,20,0.1,0.5,1460,145386,27.0,837,0.0,1.1,567.618750,567.619,3433,1154,2279,23.7,897,0.0,1.2,567.618750,567.619,3322,1119,2203,39.1,111,0.0,0.8,567.618750,567.619,5806,1084,1868,2854,49.1,137,0.0,0.9,567.618750,567.619,6476,1068,1892,3516
35-2-20-0.2-0.1,800,5,2,20,0.2,0.1,1460,145386,3.3,40,0.0,0.5,191.680280,191.680,3238,997,2241,4.0,53,0.0,0.4,191.680280,191.680,3127,982,2145,11.0,13,0.0,0.1,191.680280,191.680,3845,1015,1955,875,11.0,7,0.0,0.0,191.680280,191.680,3812,995,2088,729
35-2-20-0.2-0.2,800,5,2,20,0.2,0.2,1460,145386,3.7,41,0.0,0.3,318.796544,318.797,3011,957,2054,3.8,66,0.0,0.4,318.796544,318.797,2989,980,2009,8.2,17,0.0,0.2,318.796544,318.797,3686,966,1864,856,14.4,18,0.0,0.2,318.796544,318.797,3830,973,2069,788
35-2-20-0.2-0.5,800,5,2,20,0.2,0.5,1460,145386,16.8,472,0.0,0.9,545.050000,545.050,3485,1082,2403,20.4,623,0.0,1.1,545.050000,545.050,3142,1027,2115,23.1,94,0.0,0.7,545.050000,545.050,5584,1043,2784,1757,26.0,66,0.0,0.6,545.050000,545.050,4327,1012,2247,1068
