,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,p_s,#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
11-2-20-0.1-0.5,300,5,2,20,0.1,0.5,390,2502,0.4,13,0.0,0.6,66.768750,66.769,923,396,527,0.3,13,0.0,0.5,66.768750,66.769,902,387,515,0.4,7,0.0,0.5,66.768750,66.769,1360,387,460,513,0.3,8,0.0,0.5,66.768750,66.769,1255,370,462,423
11-2-20-0.2-0.1,300,5,2,20,0.2,0.1,390,2502,0.2,37,0.0,0.9,26.513704,26.514,793,363,430,0.3,27,0.0,1.0,26.513704,26.514,739,352,387,0.1,0,0.0,0.0,26.513704,26.514,865,348,381,136,0.1,0,0.0,0.0,26.513704,26.514,849,350,382,117
11-2-20-0.2-0.2,300,5,2,20,0.2,0.2,390,2502,0.5,138,0.0,3.3,36.191808,36.192,965,400,565,1.3,139,0.0,3.2,36.191808,36.192,956,401,555,1.2,54,0.0,2.2,36.191808,36.192,1805,435,482,888,1.5,38,0.0,1.4,36.191808,36.192,1594,408,516,670
11-2-20-0.2-0.5,300,5,2,20,0.2,0.5,390,2502,0.2,11,0.0,0.2,65.850000,65.850,883,380,503,2.1,17,0.0,0.5,65.850000,65.850,883,382,501,0.7,6,0.0,0.0,65.850000,65.850,1373,392,475,506,0.4,6,0.0,0.2,65.850000,65.850,1234,370,456,408
12-1-20-0.01-0.1,300,10,1,20,0.01,0.1,336,1792,0.2,27,0.0,0.3,32.345230,32.345,878,419,459,0.5,165,0.0,0.4,32.345230,32.345,869,413,456,0.1,0,0.0,0.0,32.345230,32.345,982,403,431,148,0.1,0,0.0,0.0,32.345230,32.345,958,401,429,128
12-1-20-0.01-0.2,300,10,1,20,0.01,0.2,336,1792,0.5,170,0.0,1.4,45.587520,45.588,933,410,523,1.0,527,0.0,1.7,45.587520,45.588,1011,429,582,0.4,14,0.0,0.3,45.587520,45.588,1131,395,436,300,0.2,10,0.0,0.1,45.587520,45.588,1090,393,437,260
12-1-20-0.01-0.5,300,10,1,20,0.01,0.5,336,1792,4.8,390,0.0,1.0,83.425000,83.425,1093,459,634,0.5,142,0.0,1.0,83.425000,83.425,987,425,562,1.2,38,0.0,0.5,83.425000,83.425,1683,441,476,766,0.5,90,0.0,0.9,83.425000,83.425,1473,403,476,594
12-1-20-0.1-0.1,300,10,1,20,0.1,0.1,336,1792,1.6,952,0.0,1.0,32.078600,32.079,973,443,530,1.5,180,0.0,0.5,32.078600,32.079,880,406,474,0.1,0,0.0,0.0,32.078600,32.079,939,401,426,112,0.1,0,0.0,0.0,32.078600,32.079,937,398,425,114
12-1-20-0.1-0.2,300,10,1,20,0.1,0.2,336,1792,0.7,324,0.0,1.4,45.043200,45.043,950,421,529,0.9,484,0.0,1.5,45.043200,45.043,987,431,556,0.3,5,0.0,0.3,45.043200,45.043,1136,402,432,302,0.1,6,0.0,0.3,45.043200,45.043,1029,383,424,222
12-1-20-0.1-0.5,300,10,1,20,0.1,0.5,336,1792,0.9,380,0.0,1.4,82.750000,82.750,1066,456,610,0.7,275,0.0,1.2,82.750000,82.750,1029,446,583,1.5,33,0.0,0.4,82.750000,82.750,1466,435,487,544,0.4,35,0.0,0.5,82.750000,82.750,1469,418,465,586
12-1-20-0.2-0.1,300,10,1,20,0.2,0.1,336,1792,0.1,2,0.0,0.0,31.803200,31.803,815,396,419,0.2,2,0.0,0.0,31.803200,31.803,814,395,419,0.2,0,0.0,0.0,31.803200,31.803,901,398,423,80,0.2,0,0.0,0.0,31.803200,31.803,894,395,423,76
12-1-20-0.2-0.2,300,10,1,20,0.2,0.2,336,1792,0.5,123,0.0,0.9,44.449600,44.450,939,420,519,1.1,62,0.0,0.6,44.449600,44.450,868,398,470,0.3,9,0.0,0.3,44.449600,44.450,1099,397,446,256,0.4,7,0.0,0.3,44.449600,44.450,1095,397,456,242
12-1-20-0.2-0.5,300,10,1,20,0.2,0.5,336,1792,1.3,684,0.0,1.3,82.000000,82.000,1017,445,572,2.2,247,0.0,0.8,82.000000,82.000,960,414,546,0.6,22,0.0,0.4,82.000000,82.000,1378,414,500,464,0.6,34,0.0,0.4,82.000000,82.000,1364,409,473,482
12-2-20-0.01-0.1,300,10,2,20,0.01,0.1,356,1772,1.3,343,0.0,1.2,34.861150,34.861,949,424,525,0.7,343,0.0,1.5,34.861150,34.861,945,426,519,0.9,4,0.0,0.0,34.861150,34.861,1022,396,424,202,0.2,0,0.0,0.0,34.861150,34.861,994,392,432,170
12-2-20-0.01-0.2,300,10,2,20,0.01,0.2,356,1772,1.8,191,0.0,1.2,47.455040,47.455,965,440,525,0.3,91,0.0,0.8,47.455040,47.455,925,425,500,0.2,0,0.0,0.0,47.455040,47.455,1054,393,413,248,0.2,0,0.0,0.0,47.455040,47.455,1108,397,423,288
12-2-20-0.01-0.5,300,10,2,20,0.01,0.5,356,1772,1.5,73,0.0,0.5,84.925000,84.925,972,439,533,1.1,68,0.0,0.5,84.925000,84.925,969,419,550,0.2,0,0.0,0.0,84.925000,84.925,1387,403,470,514,0.5,0,0.0,0.0,84.925000,84.925,1364,398,488,478
12-2-20-0.1-0.1,300,10,2,20,0.1,0.1,356,1772,0.2,90,0.0,1.1,34.646500,34.647,903,427,476,0.6,308,0.0,1.2,34.646500,34.647,925,428,497,0.3,12,0.0,0.0,34.646500,34.647,978,400,432,146,0.4,10,0.0,0.1,34.646500,34.647,1013,398,437,178
12-2-20-0.1-0.2,300,10,2,20,0.1,0.2,356,1772,0.3,93,0.0,1.0,47.086400,47.086,896,424,472,0.3,70,0.0,0.7,47.086400,47.086,911,411,500,0.2,0,0.0,0.0,47.086400,47.086,1032,398,418,216,0.1,0,0.0,0.0,47.086400,47.086,1045,400,417,228
12-2-20-0.1-0.5,300,10,2,20,0.1,0.5,356,1772,0.5,43,0.0,0.5,84.250000,84.250,1017,456,561,0.3,48,0.0,0.6,84.250000,84.250,969,419,550,0.3,0,0.0,0.0,84.250000,84.250,1366,418,472,476,0.4,12,0.0,0.2,84.250000,84.250,1374,408,468,498
12-2-20-0.2-0.1,300,10,2,20,0.2,0.1,356,1772,0.3,116,0.0,0.7,34.408000,34.408,952,420,532,0.9,164,0.0,0.8,34.408000,34.408,878,416,462,1.7,7,0.0,0.1,34.408000,34.408,978,399,433,146,0.3,5,0.0,0.2,34.408000,34.408,1053,404,443,206
12-2-20-0.2-0.2,300,10,2,20,0.2,0.2,356,1772,0.2,48,0.0,0.3,46.676800,46.677,895,419,476,0.2,18,0.0,0.1,46.676800,46.677,848,401,447,0.2,0,0.0,0.0,46.676800,46.677,1092,407,419,266,0.1,0,0.0,0.0,46.676800,46.677,1038,395,423,220
12-2-20-0.2-0.5,300,10,2,20,0.2,0.5,356,1772,0.4,78,0.0,0.5,83.500000,83.500,995,434,561,0.3,46,0.0,0.8,83.500000,83.500,922,417,505,0.4,7,0.0,0.2,83.500000,83.500,1304,415,453,436,0.3,0,0.0,0.0,83.500000,83.500,1248,408,456,384
13-1-20-0.01-0.1,300,30,1,20,0.01,0.1,334,2170,1032.1,411590,0.0,4.8,77.782035,77.782,1836,597,1239,236.0,89607,0.0,4.1,77.782035,77.782,1866,512,1354,246.8,38433,0.0,1.8,77.782035,77.782,8195,498,819,6878,19.2,1110,0.0,1.6,77.782035,77.782,5277,451,728,4098
13-1-20-0.01-0.2,300,30,1,20,0.01,0.2,334,2170,396.4,115279,0.0,3.1,103.238247,103.238,1980,523,1457,102.3,36388,0.0,2.4,103.238247,103.238,1750,492,1258,79.8,7411,0.0,1.8,103.238247,103.238,7937,547,1039,6351,46.8,5377,0.0,1.6,103.238247,103.238,5377,476,925,3976
13-1-20-0.01-0.5,300,30,1,20,0.01,0.5,334,2170,126.8,35197,0.0,1.4,157.203008,157.203,1785,592,1193,78.6,37032,0.0,1.1,157.203008,157.203,1660,512,1148,49.5,3302,0.0,1.1,157.203008,157.203,5068,533,855,3680,20.1,2404,0.0,0.9,157.203008,157.203,3695,467,744,2484
13-1-20-0.1-0.1,300,30,1,20,0.1,0.1,334,2170,123.2,45326,0.0,3.9,76.210941,76.211,1634,502,1132,198.9,84241,0.0,3.4,76.210941,76.211,1697,480,1217,16.9,619,0.0,1.2,76.210941,76.211,5995,439,673,4883,22.7,1078,0.0,1.1,76.210941,76.211,5651,440,652,4559
13-1-20-0.1-0.2,300,30,1,20,0.1,0.2,334,2170,211.3,65561,0.0,2.7,100.042591,100.043,1612,477,1135,156.2,52376,0.0,2.1,100.042591,100.043,1613,490,1123,71.0,6508,0.0,1.6,100.042591,100.043,7458,502,898,6058,42.0,3954,0.0,1.5,100.042591,100.043,6040,492,810,4738
13-1-20-0.1-0.5,300,30,1,20,0.1,0.5,334,2170,67.3,20982,0.0,1.2,154.033203,154.033,1671,519,1152,23.7,9884,0.0,0.9,154.033203,154.033,1468,480,988,37.3,3480,0.0,0.9,154.033203,154.033,3980,477,707,2796,17.2,1659,0.0,0.6,154.033203,154.033,3380,464,714,2202
13-1-20-0.2-0.1,300,30,1,20,0.2,0.1,334,2170,28.6,9033,0.0,3.2,74.484646,74.485,1613,494,1119,45.3,13512,0.0,2.5,74.484646,74.485,1538,481,1057,9.6,422,0.0,0.8,74.484646,74.485,4250,412,560,3278,3.8,166,0.0,0.7,74.484646,74.485,3386,410,574,2402
13-1-20-0.2-0.2,300,30,1,20,0.2,0.2,334,2170,471.0,171329,0.0,2.3,96.857662,96.858,1719,475,1244,136.2,52217,0.0,2.2,96.857662,96.858,1510,460,1050,53.3,3708,0.0,1.4,96.857662,96.858,6882,456,824,5602,57.3,5917,0.0,1.2,96.857662,96.858,5925,452,807,4666
13-1-20-0.2-0.5,300,30,1,20,0.2,0.5,334,2170,28.4,11563,0.0,1.0,150.775000,150.775,1497,494,1003,33.3,10966,0.0,0.9,150.775000,150.775,1442,487,955,33.7,3027,0.0,0.7,150.775000,150.775,3817,467,688,2662,18.2,1874,0.0,0.5,150.775000,150.775,3543,478,701,2364
13-2-20-0.01-0.1,300,30,2,20,0.01,0.1,374,2130,18.6,2925,0.0,3.3,88.457462,88.457,1465,507,958,7.2,1749,0.0,2.7,88.457462,88.457,1376,469,907,0.8,36,0.0,0.3,88.457462,88.457,2355,419,585,1351,2.2,104,0.0,0.2,88.457462,88.457,2288,437,615,1236
13-2-20-0.01-0.2,300,30,2,20,0.01,0.2,374,2130,31.8,6895,0.0,2.8,110.241192,110.241,1743,499,1244,19.0,3257,0.0,2.4,110.241192,110.241,1455,450,1005,6.8,1057,0.0,1.3,110.241192,110.241,3664,476,728,2460,12.8,3300,0.0,1.1,110.241192,110.241,3567,461,752,2354
13-2-20-0.01-0.5,300,30,2,20,0.01,0.5,374,2130,17.4,6147,0.0,1.4,160.066914,160.067,1490,506,984,10.1,3227,0.0,0.8,160.066914,160.067,1436,487,949,10.9,1223,0.0,0.7,160.066914,160.067,3753,502,607,2644,12.8,1236,0.0,0.5,160.066914,160.067,3160,458,648,2054
13-2-20-0.1-0.1,300,30,2,20,0.1,0.1,374,2130,12.3,1003,0.0,2.6,87.370420,87.370,1341,469,872,6.5,1707,0.0,2.0,87.370420,87.370,1333,465,868,0.6,3,0.0,0.0,87.370420,87.370,1651,410,527,714,0.5,4,0.0,0.0,87.370420,87.370,1639,409,510,720
13-2-20-0.1-0.2,300,30,2,20,0.1,0.2,374,2130,18.6,5817,0.0,2.3,107.726826,107.727,1542,469,1073,12.9,4494,0.0,2.0,107.726826,107.727,1505,454,1051,23.7,2356,0.0,0.9,107.726826,107.727,4269,466,749,3054,10.2,1834,0.0,0.8,107.726826,107.727,2990,436,714,1840
13-2-20-0.1-0.5,300,30,2,20,0.1,0.5,374,2130,13.6,1935,0.0,1.2,157.469922,157.470,1400,480,920,5.9,1633,0.0,0.9,157.469922,157.470,1372,460,912,7.7,470,0.0,0.5,157.469922,157.470,3181,477,594,2110,3.2,227,0.0,0.5,157.469922,157.470,3010,463,637,1910
13-2-20-0.2-0.1,300,30,2,20,0.2,0.1,374,2130,5.2,1224,0.0,1.6,86.162596,86.163,1186,454,732,16.3,1082,0.0,1.8,86.162596,86.163,1195,436,759,0.5,5,0.0,0.0,86.162596,86.163,1527,395,480,652,0.4,2,0.0,0.0,86.162596,86.163,1443,399,468,576
13-2-20-0.2-0.2,300,30,2,20,0.2,0.2,374,2130,11.8,3586,0.0,2.1,105.267523,105.268,1492,484,1008,22.2,3807,0.0,2.0,105.267523,105.268,1400,447,953,7.0,543,0.0,0.6,105.267523,105.268,2812,422,638,1752,10.3,813,0.0,0.6,105.267523,105.268,2812,426,650,1736
13-2-20-0.2-0.5,300,30,2,20,0.2,0.5,374,2130,6.3,1187,0.0,0.9,154.584375,154.584,1345,480,865,11.1,1665,0.0,0.7,154.584375,154.584,1306,446,860,4.0,235,0.0,0.4,154.584375,154.584,2698,464,550,1684,2.5,154,0.0,0.3,154.584375,154.584,2466,464,546,1456
14-1-20-0.01-0.1,300,60,1,20,0.01,0.1,340,1748,TL,803611,1.7,6.3,115.864257,117.835,2004,586,1418,TL,1055860,1.4,5.6,115.864257,117.493,2097,522,1575,3472.2,165227,0.0,2.2,116.336149,116.336,19326,552,828,17946,893.4,63829,0.0,2.1,116.336149,116.336,16238,492,852,14894
14-1-20-0.01-0.2,300,60,1,20,0.01,0.2,340,1748,TL,754248,1.8,5.8,143.973178,146.594,1804,477,1327,TL,897695,1.4,4.8,144.068708,146.068,1836,451,1385,TL,565284,0.8,2.6,144.577131,145.713,20498,520,1006,18972,TL,200814,0.0,2.0,144.679917,144.735,15467,485,990,13992
14-1-20-0.01-0.5,300,60,1,20,0.01,0.5,340,1748,TL,820410,0.4,2.1,205.224219,206.074,2024,528,1496,TL,911627,0.4,1.4,205.120937,205.982,1689,442,1247,1221.8,112908,0.0,1.3,205.394844,205.395,9850,537,879,8434,261.3,26290,0.0,1.0,205.394844,205.395,7589,438,887,6264
14-1-20-0.1-0.1,300,60,1,20,0.1,0.1,340,1748,TL,943963,1.2,6.2,114.005414,115.324,2012,538,1474,TL,1236748,1.1,5.0,114.011975,115.291,1933,507,1426,TL,1046614,0.5,2.0,114.376204,114.941,15683,519,804,14360,454.1,31006,0.0,1.9,114.407959,114.408,12214,463,797,10954
14-1-20-0.1-0.2,300,60,1,20,0.1,0.2,340,1748,TL,903982,1.2,5.1,141.072270,142.753,1945,490,1455,TL,949376,0.8,4.0,141.272936,142.355,1927,471,1456,1083.9,43388,0.0,2.0,141.727198,141.727,20819,548,901,19370,593.7,34309,0.0,1.5,141.727198,141.727,13651,454,901,12296
14-1-20-0.1-0.5,300,60,1,20,0.1,0.5,340,1748,TL,948175,0.2,2.0,201.640625,202.127,1855,523,1332,TL,1009401,0.2,1.3,201.682813,202.014,1716,449,1267,241.6,19348,0.0,1.2,201.725000,201.725,9163,506,857,7800,85.4,6117,0.0,0.8,201.725000,201.725,7435,466,877,6092
14-1-20-0.2-0.1,300,60,1,20,0.2,0.1,340,1748,TL,1160207,0.6,4.0,112.129215,112.811,1838,491,1347,TL,1117074,0.6,3.6,112.196957,112.835,1870,474,1396,TL,1146272,0.3,1.5,112.261913,112.588,14577,497,876,13204,344.2,24053,0.0,1.4,112.293557,112.294,11829,450,813,10566
14-1-20-0.2-0.2,300,60,1,20,0.2,0.2,340,1748,TL,950353,0.6,3.9,138.180168,138.956,1881,492,1389,TL,1005643,0.3,3.2,138.361275,138.829,1812,472,1340,749.6,50773,0.0,1.5,138.446398,138.446,14816,510,868,13438,150.8,9072,0.0,1.1,138.446398,138.446,11174,450,832,9892
14-1-20-0.2-0.5,300,60,1,20,0.2,0.5,340,1748,TL,1150435,0.1,1.6,197.637500,197.833,1946,531,1415,2927.2,1173575,0.0,1.0,197.700000,197.700,1893,459,1434,135.6,9287,0.0,0.9,197.700000,197.700,9178,509,861,7808,56.1,3677,0.0,0.6,197.700000,197.700,6701,470,871,5360
14-2-20-0.01-0.1,300,60,2,20,0.01,0.1,374,1714,TL,918223,1.1,4.9,125.056292,126.367,1913,588,1325,TL,1400434,0.5,5.4,125.171865,125.837,1856,481,1375,472.7,66597,0.0,1.4,125.340511,125.341,14978,486,724,13768,147.1,15717,0.0,1.5,125.340511,125.341,12394,461,771,11162
14-2-20-0.01-0.2,300,60,2,20,0.01,0.2,374,1714,TL,907769,1.4,5.7,150.107835,152.187,2025,561,1464,TL,1098375,1.1,4.8,150.066543,151.694,2020,461,1559,TL,638274,0.6,2.6,150.391825,151.338,20485,516,1017,18952,TL,895325,0.4,1.9,150.520811,151.095,14943,447,940,13556
14-2-20-0.01-0.5,300,60,2,20,0.01,0.5,374,1714,TL,929418,0.3,1.7,207.919375,208.489,1941,539,1402,TL,1083588,0.2,1.4,207.872969,208.341,1755,454,1301,131.5,10281,0.0,1.1,208.115469,208.115,10996,549,929,9518,101.9,7254,0.0,0.7,208.115469,208.115,7453,490,831,6132
14-2-20-0.1-0.1,300,60,2,20,0.1,0.1,374,1714,TL,1087778,0.5,4.2,123.599199,124.190,1771,506,1265,TL,1514474,0.2,4.2,123.743719,124.034,1833,499,1334,147.3,15468,0.0,1.2,123.772277,123.772,11197,480,701,10016,59.2,7997,0.0,1.1,123.772277,123.772,10108,475,767,8866
14-2-20-0.1-0.2,300,60,2,20,0.1,0.2,374,1714,TL,968305,0.8,4.8,147.649134,148.805,1887,508,1379,TL,1305886,0.6,4.2,147.778757,148.626,1814,458,1356,457.6,22890,0.0,1.8,148.053637,148.054,18044,481,785,16778,253.8,17882,0.0,1.4,148.053637,148.054,12312,437,777,11098
14-2-20-0.1-0.5,300,60,2,20,0.1,0.5,374,1714,TL,1131842,0.2,1.6,204.417187,204.865,2013,522,1491,TL,1237902,0.1,1.1,204.529687,204.688,1768,463,1305,258.1,19295,0.0,1.0,204.529687,204.530,10315,489,866,8960,131.8,11415,0.0,0.7,204.529687,204.530,7907,461,874,6572
14-2-20-0.2-0.1,300,60,2,20,0.2,0.1,374,1714,TL,1440891,0.1,3.3,122.053039,122.137,1712,484,1228,TL,2028148,0.0,3.1,122.062616,122.097,1781,497,1284,83.7,10489,0.0,0.9,122.062616,122.063,9956,454,692,8810,51.9,3474,0.0,0.8,122.062616,122.063,7885,431,678,6776
14-2-20-0.2-0.2,300,60,2,20,0.2,0.2,374,1714,TL,1033622,0.3,3.9,145.094825,145.608,1688,457,1231,3460.4,1795747,0.0,3.4,145.247677,145.248,1638,441,1197,190.8,11785,0.0,1.1,145.247677,145.248,12187,440,727,11020,108.4,6820,0.0,1.0,145.247677,145.248,9223,443,724,8056
14-2-20-0.2-0.5,300,60,2,20,0.2,0.5,374,1714,TL,1123694,0.2,1.4,200.537500,200.892,1871,512,1359,2808.9,1699993,0.0,1.1,200.637500,200.637,1866,480,1386,460.2,52930,0.0,0.9,200.637500,200.637,8440,495,825,7120,129.8,11025,0.0,0.7,200.637500,200.637,7561,466,873,6222
15-1-20-0.01-0.1,300,100,1,20,0.01,0.1,340,2178,TL,562570,2.8,6.8,167.307062,172.020,2317,446,1871,TL,701385,2.3,6.3,167.270174,171.112,2184,422,1762,TL,147739,2.2,3.7,167.662466,171.325,30025,483,1328,28214,TL,797664,2.0,3.4,167.931951,171.380,22551,468,1237,20846
15-1-20-0.01-0.2,300,100,1,20,0.01,0.2,340,2178,TL,625244,1.9,4.8,200.319100,204.053,2393,484,1909,TL,695163,1.4,4.3,200.733059,203.549,2221,429,1792,TL,450800,1.6,3.1,200.410686,203.688,23621,548,1613,21460,TL,771899,1.4,2.5,200.832844,203.563,15820,488,1452,13880
15-1-20-0.01-0.5,300,100,1,20,0.01,0.5,340,2178,TL,800652,0.2,1.3,257.767261,258.296,2058,505,1553,TL,1010637,0.1,1.0,257.782729,257.927,1725,418,1307,864.8,77850,0.0,0.9,257.782729,257.783,9565,515,968,8082,122.8,13805,0.0,0.6,257.782729,257.783,6786,441,965,5380
15-1-20-0.1-0.1,300,100,1,20,0.1,0.1,340,2178,TL,693441,2.5,6.4,163.785718,167.815,2206,440,1766,TL,697358,2.1,5.9,163.896643,167.387,2227,431,1796,TL,634457,2.1,3.4,164.297171,167.801,26200,472,1184,24544,TL,814174,1.9,3.2,164.286720,167.452,22028,460,1190,20378
15-1-20-0.1-0.2,300,100,1,20,0.1,0.2,340,2178,TL,604446,1.6,4.8,194.881321,197.897,2170,408,1762,TL,683326,1.4,3.8,195.113141,197.751,1773,384,1389,TL,688544,1.2,2.7,195.432067,197.852,24594,503,1501,22590,TL,563403,1.1,2.2,195.463398,197.607,14617,427,1264,12926
15-1-20-0.1-0.5,300,100,1,20,0.1,0.5,340,2178,TL,769931,0.3,1.2,252.582178,253.314,1898,456,1442,TL,895365,0.1,0.9,252.714355,252.964,1711,417,1294,559.3,70594,0.0,0.8,252.754541,252.755,8134,479,935,6720,207.9,24745,0.0,0.5,252.754541,252.755,6474,438,914,5122
15-1-20-0.2-0.1,300,100,1,20,0.2,0.1,340,2178,TL,818246,1.9,5.1,160.385232,163.506,2180,430,1750,TL,885690,1.7,5.6,160.443832,163.152,2427,449,1978,TL,659723,1.6,2.8,160.792879,163.295,28784,474,1292,27018,TL,730802,1.4,2.6,160.820954,163.154,26461,472,1309,24680
15-1-20-0.2-0.2,300,100,1,20,0.2,0.2,340,2178,TL,739736,1.2,4.0,189.683984,192.017,1949,390,1559,TL,759466,1.1,3.5,189.670023,191.719,1896,379,1517,TL,449838,1.2,2.4,189.673553,191.983,19594,448,1136,18010,TL,711446,0.8,2.1,189.866619,191.462,14733,408,1107,13218
15-1-20-0.2-0.5,300,100,1,20,0.2,0.5,340,2178,TL,944011,0.2,1.1,247.242969,247.685,1967,459,1508,TL,992127,0.1,0.8,247.327344,247.584,1712,411,1301,1232.0,187585,0.0,0.8,247.333594,247.334,6953,457,856,5640,187.3,23027,0.0,0.5,247.333594,247.334,6130,422,882,4826
15-2-20-0.01-0.1,300,100,2,20,0.01,0.1,376,2142,TL,676770,1.9,7.0,174.364374,177.627,2022,458,1564,TL,887268,1.6,6.7,174.364374,177.105,2058,425,1633,TL,663275,1.5,3.0,174.519417,177.193,24720,488,1262,22970,TL,906941,1.1,2.6,174.824715,176.813,17568,465,1235,15868
15-2-20-0.01-0.2,300,100,2,20,0.01,0.2,376,2142,TL,534424,2.1,5.7,202.856269,207.227,2525,533,1992,TL,741726,1.6,5.1,203.288140,206.523,2458,462,1996,TL,448220,1.5,3.1,203.673275,206.655,24196,590,1430,22176,TL,671256,1.4,2.7,203.647909,206.592,18017,493,1494,16030
15-2-20-0.01-0.5,300,100,2,20,0.01,0.5,376,2142,TL,844986,0.2,1.3,258.268091,258.685,1893,466,1427,TL,1001015,0.1,0.9,258.315464,258.614,1756,415,1341,165.0,17991,0.0,0.9,258.319497,258.319,9176,483,951,7742,78.6,8221,0.0,0.5,258.319497,258.319,7191,466,899,5826
15-2-20-0.1-0.1,300,100,2,20,0.1,0.1,376,2142,TL,727036,1.6,6.1,171.462276,174.125,1827,427,1400,TL,1016097,1.4,5.1,171.462276,173.852,1928,426,1502,TL,819007,1.2,2.6,171.724889,173.767,21416,476,1138,19802,TL,793322,0.9,2.1,171.838694,173.437,18114,450,1152,16512
15-2-20-0.1-0.2,300,100,2,20,0.1,0.2,376,2142,TL,636632,1.4,4.8,198.949557,201.793,2148,420,1728,TL,974458,1.3,4.1,199.063633,201.664,1914,406,1508,TL,634952,1.3,2.6,199.133267,201.794,19415,498,1263,17654,TL,730600,0.9,2.0,199.313492,201.212,17530,463,1351,15716
15-2-20-0.1-0.5,300,100,2,20,0.1,0.5,376,2142,TL,1020468,0.1,1.2,253.526318,253.833,2072,496,1576,2219.9,726842,0.0,0.9,253.568506,253.569,1698,439,1259,98.4,8743,0.0,0.7,253.568506,253.569,9360,511,903,7946,36.7,3291,0.0,0.5,253.568506,253.569,7016,432,956,5628
15-2-20-0.2-0.1,300,100,2,20,0.2,0.1,376,2142,TL,1040258,1.1,4.4,168.671590,170.609,1711,405,1306,TL,1260698,0.9,4.2,168.649293,170.219,1813,410,1403,TL,216811,0.7,2.0,168.964358,170.100,17901,450,901,16550,TL,359728,0.6,1.8,168.869165,169.805,15744,459,1065,14220
15-2-20-0.2-0.2,300,100,2,20,0.2,0.2,376,2142,TL,784433,0.9,4.0,194.481904,196.256,1934,411,1523,TL,1212714,0.8,3.4,194.518941,196.144,1824,398,1426,TL,740577,0.8,2.0,194.673832,196.141,15853,463,1058,14332,TL,705986,0.6,1.6,194.718934,195.881,14489,427,1208,12854
15-2-20-0.2-0.5,300,100,2,20,0.2,0.5,376,2142,TL,959533,0.1,1.2,248.315234,248.694,1939,456,1483,2982.9,1172114,0.0,0.8,248.415234,248.415,1665,409,1256,338.3,34361,0.0,0.7,248.415234,248.415,7766,447,825,6494,84.0,7196,0.0,0.5,248.415234,248.415,7161,439,872,5850
16-1-20-0.01-0.1,400,5,1,20,0.01,0.1,464,7328,1.3,261,0.0,3.1,39.398622,39.399,1550,640,910,0.9,151,0.0,2.9,39.398622,39.399,1472,577,895,0.7,3,0.0,0.0,39.398622,39.399,1718,524,713,481,1.6,1,0.0,0.0,39.398622,39.399,1807,531,718,558
16-1-20-0.01-0.2,400,5,1,20,0.01,0.2,464,7328,1.6,24,0.0,0.7,65.913728,65.914,1332,533,799,0.4,22,0.0,1.0,65.913728,65.914,1236,514,722,0.6,7,0.0,0.3,65.913728,65.914,1717,519,662,536,0.8,12,0.0,0.3,65.913728,65.914,1704,514,668,522
16-1-20-0.01-0.5,400,5,1,20,0.01,0.5,464,7328,0.5,12,0.0,0.1,132.121250,132.121,1277,562,715,0.4,5,0.0,0.1,132.121250,132.121,1302,554,748,0.5,0,0.0,0.0,132.121250,132.121,1555,494,610,451,0.5,0,0.0,0.0,132.121250,132.121,1487,492,616,379
16-1-20-0.1-0.1,400,5,1,20,0.1,0.1,464,7328,1.0,206,0.0,2.4,38.337700,38.338,1517,611,906,4.1,179,0.0,2.6,38.337700,38.338,1461,592,869,0.9,7,0.0,0.2,38.337700,38.338,1949,557,818,574,2.1,13,0.0,0.2,38.337700,38.338,1906,542,796,568
16-1-20-0.1-0.2,400,5,1,20,0.1,0.2,464,7328,0.4,24,0.0,0.9,63.812480,63.812,1317,545,772,0.6,21,0.0,0.9,63.812480,63.812,1332,554,778,4.2,8,0.0,0.2,63.812480,63.812,1919,544,744,631,1.7,7,0.0,0.1,63.812480,63.812,1713,514,690,509
16-1-20-0.1-0.5,400,5,1,20,0.1,0.5,464,7328,0.3,5,0.0,0.1,129.837500,129.838,1207,509,698,0.5,10,0.0,0.1,129.837500,129.838,1206,507,699,0.5,0,0.0,0.0,129.837500,129.838,1501,489,615,397,0.8,0,0.0,0.0,129.837500,129.838,1499,491,609,399
16-1-20-0.2-0.1,400,5,1,20,0.2,0.1,464,7328,0.4,44,0.0,1.5,37.422400,37.422,1282,538,744,0.5,39,0.0,1.4,37.422400,37.422,1288,549,739,0.5,0,0.0,0.0,37.422400,37.422,1730,528,702,500,1.5,5,0.0,0.0,37.422400,37.422,1741,549,606,586
16-1-20-0.2-0.2,400,5,1,20,0.2,0.2,464,7328,0.4,29,0.0,1.0,61.674880,61.675,1320,534,786,0.4,28,0.0,1.0,61.674880,61.675,1259,514,745,0.9,7,0.0,0.2,61.674880,61.675,1688,525,665,498,1.8,8,0.0,0.2,61.674880,61.675,1853,548,803,502
