,,,,,,,,,bB&C-I,,,,,,,,,bB&C-I+E,,,,,,,,,bB&C-I+L,,,,,,,,,,bB&C-I+E+L,,,,,,,,,
id,|I|,K,r,R,theta,low p_i (%),#C1,#CP,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#OA,#LS,T,N,Gap(%),RGap(%),Obj,UB,#Cut,#MaxSM,#EOA,#LS
15-1-20-0.01-50,300,100,1,20,0.01,50,340,2178,795.9,351578,0.0,1.7,218.168394,218.168,2444,888,1556,15.9,4130,0.0,1.6,218.168394,218.168,2165,759,1406,13.4,1869,0.0,0.5,218.167850,218.168,3865,695,908,2262,11.2,1809,0.0,0.5,218.168394,218.168,2920,564,822,1534
15-1-20-0.01-90,300,100,1,20,0.01,90,340,2178,26.3,9529,0.0,0.6,173.702611,173.703,1547,620,927,14.6,4530,0.0,0.6,173.702611,173.703,1440,571,869,9.5,1198,0.0,0.2,173.702611,173.703,3178,541,643,1994,9.1,1085,0.0,0.2,173.702611,173.703,3152,522,580,2050
15-1-20-0.1-10,300,100,1,20,0.1,10,340,2178,390.9,129021,0.0,1.1,228.872540,228.873,2215,868,1347,173.3,58040,0.0,0.7,228.872540,228.873,2087,767,1320,23.8,3653,0.0,0.4,228.872540,228.873,4583,848,857,2878,17.5,2240,0.0,0.3,228.872540,228.873,3406,663,853,1890
15-1-20-0.1-50,300,100,1,20,0.1,50,340,2178,170.4,67455,0.0,1.4,213.998067,213.998,2088,775,1313,24.3,8295,0.0,1.1,213.998067,213.998,1982,641,1341,11.2,1287,0.0,0.4,213.998067,213.998,3688,660,724,2304,9.7,1573,0.0,0.4,213.998067,213.998,2937,586,777,1574
15-1-20-0.1-90,300,100,1,20,0.1,90,340,2178,12.6,4404,0.0,0.5,170.666001,170.666,1415,545,870,9.8,2790,0.0,0.5,170.666001,170.666,1367,537,830,8.8,1043,0.0,0.2,170.666001,170.666,2959,513,650,1796,11.2,1320,0.0,0.1,170.666001,170.666,2927,508,615,1804
15-1-20-0.2-10,300,100,1,20,0.2,10,340,2178,27.7,6478,0.0,0.9,223.929614,223.930,2556,1005,1551,13.2,2334,0.0,0.7,223.929614,223.930,2215,880,1335,18.5,2102,0.0,0.3,223.929614,223.930,4262,842,844,2576,15.6,1218,0.0,0.2,223.929614,223.930,3448,752,798,1898
15-1-20-0.2-50,300,100,1,20,0.2,50,340,2178,14.4,4290,0.0,1.1,209.648531,209.649,2062,711,1351,7.5,1524,0.0,1.0,209.648531,209.649,1906,647,1259,8.1,1189,0.0,0.3,209.648531,209.649,3278,661,837,1780,10.0,1814,0.0,0.3,209.648531,209.649,2884,601,883,1400
15-1-20-0.2-90,300,100,1,20,0.2,90,340,2178,15.8,6051,0.0,0.5,167.650340,167.650,1360,513,847,8.3,1912,0.0,0.4,167.650340,167.650,1244,506,738,5.5,1182,0.0,0.1,167.650340,167.650,2538,449,559,1530,8.0,1407,0.0,0.1,167.650340,167.650,2396,449,529,1418
15-2-20-0.01-10,300,100,2,20,0.01,10,376,2142,1398.4,335099,0.0,1.3,235.061816,235.062,2712,1129,1583,105.9,29359,0.0,0.9,235.061816,235.062,2197,879,1318,39.5,6103,0.0,0.5,235.061816,235.062,5757,1005,994,3758,19.5,2561,0.0,0.4,235.061816,235.062,3815,723,910,2182
15-2-20-0.01-50,300,100,2,20,0.01,50,376,2142,1184.3,495569,0.0,1.9,219.488656,219.489,2570,1019,1551,59.7,20967,0.0,1.6,219.488656,219.489,2146,781,1365,21.0,4131,0.0,0.6,219.488656,219.489,4172,710,862,2600,12.0,1809,0.0,0.6,219.488656,219.489,3312,618,742,1952
15-2-20-0.01-90,300,100,2,20,0.01,90,376,2142,13.4,3368,0.0,0.7,180.606266,180.606,1477,619,858,6.4,1265,0.0,0.6,180.606266,180.606,1467,574,893,8.2,836,0.0,0.3,180.606266,180.606,3004,546,666,1792,11.2,2075,0.0,0.3,180.606266,180.606,2437,506,611,1320
15-2-20-0.1-10,300,100,2,20,0.1,10,376,2142,603.2,205955,0.0,1.2,230.427898,230.428,2488,972,1516,272.9,86447,0.0,1.0,230.427898,230.428,2242,783,1459,39.5,5352,0.0,0.4,230.427898,230.428,5130,935,821,3374,24.6,3464,0.0,0.4,230.427898,230.428,4009,749,878,2382
15-2-20-0.1-50,300,100,2,20,0.1,50,376,2142,47.2,16523,0.0,1.7,215.823807,215.824,2037,777,1260,11.2,2176,0.0,1.5,215.823807,215.824,1962,727,1235,11.9,1727,0.0,0.5,215.823807,215.824,3686,691,729,2266,9.9,1527,0.0,0.4,215.823807,215.824,3201,626,729,1846
15-2-20-0.1-90,300,100,2,20,0.1,90,376,2142,10.2,3277,0.0,0.6,177.798140,177.798,1476,601,875,4.7,751,0.0,0.6,177.798140,177.798,1454,577,877,10.5,1725,0.0,0.3,177.798140,177.798,2814,558,650,1606,10.7,1865,0.0,0.2,177.798140,177.798,2492,515,633,1344
15-2-20-0.2-10,300,100,2,20,0.2,10,376,2142,170.6,51672,0.0,1.0,225.835469,225.835,2301,961,1340,54.7,14651,0.0,0.7,225.835469,225.835,1989,807,1182,20.7,2170,0.0,0.3,225.835469,225.835,4594,923,817,2854,12.8,1021,0.0,0.3,225.835469,225.835,4054,785,867,2402
15-2-20-0.2-50,300,100,2,20,0.2,50,376,2142,15.6,4096,0.0,1.4,211.958654,211.959,2104,833,1271,7.3,1391,0.0,1.4,211.958654,211.959,2071,757,1314,18.1,5806,0.0,0.3,211.958654,211.959,2820,658,680,1482,11.2,1988,0.0,0.2,211.958654,211.959,2953,640,725,1588
15-2-20-0.2-90,300,100,2,20,0.2,90,376,2142,7.3,2007,0.0,0.6,175.019362,175.019,1383,557,826,5.9,1271,0.0,0.6,175.019362,175.019,1340,540,800,9.8,3206,0.0,0.3,175.019362,175.019,2181,458,481,1242,3.1,607,0.0,0.2,175.019362,175.019,2064,450,492,1122
16-1-20-0.01-10,400,5,1,20,0.01,10,464,7328,0.8,43,0.0,0.7,109.198003,109.198,2255,850,1405,0.9,35,0.0,0.6,109.198003,109.198,2170,844,1326,1.4,21,0.0,0.4,109.198003,109.198,2654,854,1223,577,0.9,18,0.0,0.4,109.198003,109.198,2449,737,1157,555
16-1-20-0.01-50,400,5,1,20,0.01,50,464,7328,0.3,3,0.0,0.0,109.129645,109.130,1298,558,740,0.4,0,0.0,0.0,109.129645,109.130,1345,566,779,0.3,0,0.0,0.0,109.129645,109.130,1735,553,612,570,0.4,0,0.0,0.0,109.129645,109.130,1750,554,602,594
16-1-20-0.01-90,400,5,1,20,0.01,90,464,7328,0.3,6,0.0,0.1,77.661917,77.662,1218,523,695,0.3,3,0.0,0.0,77.661917,77.662,1155,524,631,0.2,0,0.0,0.0,77.661917,77.662,1287,464,539,284,0.2,0,0.0,0.0,77.661917,77.662,1403,499,602,302
16-1-20-0.1-10,400,5,1,20,0.1,10,464,7328,0.7,37,0.0,0.7,107.514204,107.514,2182,769,1413,0.8,25,0.0,0.6,107.514204,107.514,2086,820,1266,0.9,24,0.0,0.4,107.514204,107.514,2417,819,1115,483,0.9,32,0.0,0.4,107.514204,107.514,2202,731,1075,396
16-1-20-0.1-50,400,5,1,20,0.1,50,464,7328,0.4,3,0.0,0.0,107.514204,107.514,1425,586,839,0.3,0,0.0,0.0,107.514204,107.514,1398,586,812,0.3,0,0.0,0.0,107.514204,107.514,1880,612,686,582,0.3,0,0.0,0.0,107.514204,107.514,1811,614,675,522
16-1-20-0.1-90,400,5,1,20,0.1,90,464,7328,0.3,4,0.0,0.0,75.822834,75.823,1227,544,683,0.3,7,0.0,0.1,75.822834,75.823,1174,541,633,0.2,0,0.0,0.0,75.822834,75.823,1287,464,539,284,0.2,0,0.0,0.0,75.822834,75.823,1420,515,611,294
16-1-20-0.2-10,400,5,1,20,0.2,10,464,7328,0.6,19,0.0,0.4,105.719270,105.719,2215,857,1358,0.5,29,0.0,0.8,105.719270,105.719,1819,766,1053,0.8,13,0.0,0.3,105.719270,105.719,2438,814,1096,528,0.8,19,0.0,0.4,105.719270,105.719,2259,769,1068,422
16-1-20-0.2-50,400,5,1,20,0.2,50,464,7328,0.3,5,0.0,0.1,105.719270,105.719,1528,640,888,0.3,2,0.0,0.0,105.719270,105.719,1506,633,873,0.3,0,0.0,0.0,105.719270,105.719,1924,619,666,639,0.3,0,0.0,0.0,105.719270,105.719,1940,619,698,623
16-1-20-0.2-90,400,5,1,20,0.2,90,464,7328,0.3,3,0.0,0.0,73.779409,73.779,1285,528,757,0.3,0,0.0,0.0,73.779409,73.779,1282,519,763,0.2,0,0.0,0.0,73.779409,73.779,1429,515,600,314,0.3,0,0.0,0.0,73.779409,73.779,1530,518,574,438
16-2-20-0.01-10,400,5,2,20,0.01,10,540,7252,0.9,49,0.0,0.9,109.731493,109.731,2422,955,1467,0.9,37,0.0,0.9,109.731493,109.731,2465,967,1498,1.0,21,0.0,0.6,109.731493,109.731,2822,893,1246,683,0.9,21,0.0,0.6,109.731493,109.731,2623,889,1089,645
16-2-20-0.01-50,400,5,2,20,0.01,50,540,7252,0.4,7,0.0,0.3,109.602242,109.602,1367,574,793,0.5,9,0.0,0.3,109.602242,109.602,1535,665,870,0.5,3,0.0,0.0,109.602242,109.602,1909,564,611,734,0.5,2,0.0,0.0,109.602242,109.602,1990,590,634,766
16-2-20-0.01-90,400,5,2,20,0.01,90,540,7252,0.3,15,0.0,0.7,78.102670,78.103,1465,559,906,0.5,7,0.0,0.5,78.102670,78.103,1514,565,949,0.4,5,0.0,0.1,78.102670,78.103,1756,521,677,558,0.5,5,0.0,0.1,78.102670,78.103,1639,521,642,476
16-2-20-0.1-10,400,5,2,20,0.1,10,540,7252,0.7,31,0.0,0.8,108.137043,108.137,2263,807,1456,0.8,39,0.0,0.9,108.137043,108.137,2203,904,1299,0.9,25,0.0,0.6,108.137043,108.137,2621,819,1170,632,0.9,20,0.0,0.6,108.137043,108.137,2929,875,1387,667
16-2-20-0.1-50,400,5,2,20,0.1,50,540,7252,0.4,7,0.0,0.2,108.081321,108.081,1435,608,827,0.4,7,0.0,0.3,108.081321,108.081,1444,622,822,0.3,0,0.0,0.0,108.081321,108.081,1931,611,641,679,0.4,0,0.0,0.0,108.081321,108.081,1893,581,679,633
16-2-20-0.1-90,400,5,2,20,0.1,90,540,7252,0.4,11,0.0,0.8,76.282693,76.283,1564,573,991,0.5,18,0.0,0.8,76.282693,76.283,1418,529,889,0.5,5,0.0,0.4,76.282693,76.283,1562,522,652,388,0.6,5,0.0,0.4,76.282693,76.283,1601,522,653,426
16-2-20-0.2-10,400,5,2,20,0.2,10,540,7252,0.8,40,0.0,0.8,106.391408,106.391,2324,933,1391,0.8,37,0.0,0.7,106.391408,106.391,2425,880,1545,0.8,21,0.0,0.5,106.391408,106.391,2390,790,1144,456,0.9,18,0.0,0.4,106.391408,106.391,2623,820,1232,571
16-2-20-0.2-50,400,5,2,20,0.2,50,540,7252,0.4,13,0.0,0.3,106.391408,106.391,1765,686,1079,0.4,7,0.0,0.1,106.391408,106.391,1586,652,934,0.4,0,0.0,0.0,106.391408,106.391,1872,664,712,496,0.4,0,0.0,0.0,106.391408,106.391,1806,658,708,440
16-2-20-0.2-90,400,5,2,20,0.2,90,540,7252,0.3,7,0.0,0.3,74.819982,74.820,1250,581,669,0.4,7,0.0,0.2,74.819982,74.820,1283,577,706,0.4,3,0.0,0.0,74.819982,74.820,1808,589,580,639,0.5,3,0.0,0.0,74.819982,74.820,1843,585,579,679
17-1-20-0.01-10,400,10,1,20,0.01,10,460,6282,2.1,210,0.0,1.1,136.500129,136.500,2849,1312,1537,2.4,298,0.0,1.1,136.500129,136.500,2593,1231,1362,1.2,35,0.0,0.5,136.500129,136.500,3191,1057,970,1164,1.1,41,0.0,0.6,136.500129,136.500,2768,964,886,918
17-1-20-0.01-50,400,10,1,20,0.01,50,460,6282,2.9,418,0.0,1.2,128.337269,128.337,2357,978,1379,2.0,246,0.0,1.1,128.337269,128.337,2345,933,1412,1.4,49,0.0,0.8,128.337269,128.337,3132,866,1024,1242,1.5,55,0.0,0.7,128.337269,128.337,2989,843,1080,1066
17-1-20-0.01-90,400,10,1,20,0.01,90,460,6282,0.3,10,0.0,0.1,110.620356,110.620,1412,529,883,0.4,7,0.0,0.2,110.620356,110.620,1362,526,836,0.5,7,0.0,0.1,110.620356,110.620,1696,529,777,390,0.6,7,0.0,0.1,110.620356,110.620,1639,530,753,356
17-1-20-0.1-10,400,10,1,20,0.1,10,460,6282,2.1,215,0.0,1.1,134.074415,134.074,2539,1248,1291,2.2,240,0.0,1.1,134.074415,134.074,2443,1202,1241,1.2,28,0.0,0.5,134.074415,134.074,2863,1017,907,939,1.1,25,0.0,0.5,134.074415,134.074,2919,1051,868,1000
17-1-20-0.1-50,400,10,1,20,0.1,50,460,6282,1.3,117,0.0,0.9,125.915567,125.916,2024,879,1145,2.2,102,0.0,0.7,125.915567,125.916,2083,828,1255,1.2,20,0.0,0.4,125.915567,125.916,3054,867,1101,1086,1.1,22,0.0,0.4,125.915567,125.916,2858,805,1159,894
17-1-20-0.1-90,400,10,1,20,0.1,90,460,6282,0.2,0,0.0,0.0,107.246200,107.246,1235,521,714,0.3,3,0.0,0.0,107.246200,107.246,1223,521,702,0.3,3,0.0,0.0,107.246200,107.246,1587,527,688,372,0.3,0,0.0,0.0,107.246200,107.246,1531,527,654,350
17-1-20-0.2-10,400,10,1,20,0.2,10,460,6282,1.9,155,0.0,1.1,131.495270,131.495,2411,1088,1323,1.4,111,0.0,0.9,131.495270,131.495,2269,1023,1246,1.3,36,0.0,0.5,131.495270,131.495,2921,984,1013,924,1.3,39,0.0,0.5,131.495270,131.495,3039,973,1010,1056
17-1-20-0.2-50,400,10,1,20,0.2,50,460,6282,0.7,48,0.0,0.5,123.351619,123.352,1889,809,1080,0.8,40,0.0,0.5,123.351619,123.352,1845,812,1033,0.8,25,0.0,0.2,123.351619,123.352,2942,827,789,1326,0.8,13,0.0,0.2,123.351619,123.352,2338,754,794,790
17-1-20-0.2-90,400,10,1,20,0.2,90,460,6282,0.2,0,0.0,0.0,103.497138,103.497,1285,521,764,0.3,0,0.0,0.0,103.497138,103.497,1198,523,675,0.3,0,0.0,0.0,103.497138,103.497,1744,534,602,608,0.2,0,0.0,0.0,103.497138,103.497,1494,523,597,374
17-2-20-0.01-10,400,10,2,20,0.01,10,536,6206,3.1,404,0.0,1.5,139.477301,139.477,2876,1408,1468,2.2,266,0.0,1.2,139.477301,139.477,2466,1148,1318,1.2,37,0.0,0.7,139.477301,139.477,3148,1060,936,1152,1.1,49,0.0,0.6,139.477301,139.477,2846,982,814,1050
17-2-20-0.01-50,400,10,2,20,0.01,50,536,6206,2.4,373,0.0,1.2,131.466639,131.467,2340,1037,1303,2.4,311,0.0,1.3,131.466639,131.467,2201,926,1275,1.2,28,0.0,0.5,131.466639,131.467,2975,918,949,1108,1.1,31,0.0,0.5,131.466639,131.467,3021,929,878,1214
17-2-20-0.01-90,400,10,2,20,0.01,90,536,6206,0.3,9,0.0,0.2,112.000435,112.000,1378,517,861,0.4,15,0.0,0.1,112.000435,112.000,1373,517,856,0.4,5,0.0,0.1,112.000435,112.000,1614,516,736,362,0.5,7,0.0,0.1,112.000435,112.000,1578,518,674,386
17-2-20-0.1-10,400,10,2,20,0.1,10,536,6206,2.3,246,0.0,1.2,137.311983,137.312,2584,1233,1351,2.2,167,0.0,1.1,137.311983,137.312,2360,1144,1216,1.0,30,0.0,0.5,137.311983,137.312,2772,964,868,940,1.3,35,0.0,0.6,137.311983,137.312,2832,945,855,1032
17-2-20-0.1-50,400,10,2,20,0.1,50,536,6206,1.5,185,0.0,1.0,129.217433,129.217,2078,897,1181,1.1,111,0.0,1.0,129.217433,129.217,1898,811,1087,0.9,15,0.0,0.3,129.217433,129.217,2711,907,822,982,0.8,29,0.0,0.3,129.217433,129.217,2486,831,787,868
17-2-20-0.1-90,400,10,2,20,0.1,90,536,6206,0.2,0,0.0,0.0,108.763755,108.764,1183,514,669,0.2,0,0.0,0.0,108.763755,108.764,1219,512,707,0.2,0,0.0,0.0,108.763755,108.764,1512,516,640,356,0.2,0,0.0,0.0,108.763755,108.764,1434,512,604,318
17-2-20-0.2-10,400,10,2,20,0.2,10,536,6206,1.8,158,0.0,1.1,134.939565,134.940,2462,1208,1254,1.4,91,0.0,1.0,134.939565,134.940,2144,1066,1078,1.1,24,0.0,0.4,134.939565,134.940,2719,913,892,914,1.2,36,0.0,0.3,134.939565,134.940,2989,1009,814,1166
17-2-20-0.2-50,400,10,2,20,0.2,50,536,6206,1.0,103,0.0,0.8,126.718316,126.718,1923,832,1091,1.0,68,0.0,1.0,126.718316,126.718,1864,843,1021,0.6,10,0.0,0.2,126.718316,126.718,2343,734,791,818,1.0,14,0.0,0.2,126.718316,126.718,2683,861,930,892
17-2-20-0.2-90,400,10,2,20,0.2,90,536,6206,0.2,0,0.0,0.0,105.167444,105.167,1229,516,713,0.3,0,0.0,0.0,105.167444,105.167,1250,516,734,0.2,0,0.0,0.0,105.167444,105.167,1507,516,619,372,0.5,0,0.0,0.0,105.167444,105.167,1486,516,612,358
18-1-20-0.01-10,400,40,1,20,0.01,10,444,4364,1089.4,212281,0.0,1.7,215.275325,215.275,5594,2189,3405,764.1,160316,0.0,1.4,215.275325,215.275,4711,1391,3320,64.0,3257,0.0,0.7,215.275325,215.275,6846,1457,1613,3776,68.4,4193,0.0,0.7,215.275325,215.275,5896,1275,1561,3060
18-1-20-0.01-50,400,40,1,20,0.01,50,444,4364,173.4,31653,0.0,1.2,206.281846,206.282,3662,1380,2282,35.9,5142,0.0,1.1,206.281846,206.282,3174,1100,2074,13.6,926,0.0,0.4,206.281846,206.282,4490,1032,1040,2418,16.6,1030,0.0,0.4,206.281846,206.282,4122,956,1120,2046
18-1-20-0.01-90,400,40,1,20,0.01,90,444,4364,0.5,50,0.0,0.1,157.292761,157.293,1558,610,948,0.5,23,0.0,0.0,157.292761,157.293,1526,590,936,0.3,0,0.0,0.0,157.292761,157.293,1770,564,658,548,0.3,0,0.0,0.0,157.292761,157.293,1767,561,660,546
18-1-20-0.1-10,400,40,1,20,0.1,10,444,4364,451.0,71965,0.0,1.9,209.840029,209.840,5036,1765,3271,237.4,35144,0.0,1.3,209.840029,209.840,4204,1272,2932,71.3,2396,0.0,0.7,209.840029,209.840,5611,1244,1369,2998,48.9,2261,0.0,0.6,209.840029,209.840,4904,1103,1395,2406
18-1-20-0.1-50,400,40,1,20,0.1,50,444,4364,17.8,1833,0.0,1.0,201.561536,201.562,3048,1082,1966,10.5,1065,0.0,0.8,201.561536,201.562,2937,1005,1932,3.6,201,0.0,0.2,201.561536,201.562,3721,918,955,1848,4.7,210,0.0,0.2,201.561536,201.562,3693,912,983,1798
18-1-20-0.1-90,400,40,1,20,0.1,90,444,4364,1.1,279,0.0,0.1,152.503049,152.503,1577,567,1010,0.9,185,0.0,0.1,152.503049,152.503,1498,546,952,0.4,10,0.0,0.0,152.503049,152.503,1692,539,655,498,0.4,9,0.0,0.0,152.503049,152.503,1712,536,698,478
18-1-20-0.2-10,400,40,1,20,0.2,10,444,4364,225.6,41600,0.0,1.4,204.030909,204.031,4518,1424,3094,58.9,6928,0.0,1.2,204.030909,204.031,4238,1375,2863,29.8,1103,0.0,0.5,204.030909,204.031,5493,1244,1455,2794,37.6,1919,0.0,0.5,204.030909,204.031,5019,1144,1319,2556
18-1-20-0.2-50,400,40,1,20,0.2,50,444,4364,10.3,1146,0.0,0.7,196.426804,196.427,2428,928,1500,12.1,1620,0.0,0.6,196.426804,196.427,2447,869,1578,1.9,77,0.0,0.1,196.426804,196.427,3529,926,937,1666,1.6,48,0.0,0.1,196.426804,196.427,3198,836,894,1468
18-1-20-0.2-90,400,40,1,20,0.2,90,444,4364,5.4,2036,0.0,0.3,147.471342,147.471,1872,594,1278,1.7,441,0.0,0.3,147.471342,147.471,1797,588,1209,0.5,9,0.0,0.1,147.471342,147.471,2027,565,702,760,0.6,28,0.0,0.1,147.471342,147.471,1888,562,730,596
18-2-20-0.01-10,400,40,2,20,0.01,10,512,4296,76.4,6599,0.0,1.3,218.964668,218.965,5323,2140,3183,42.9,3189,0.0,1.2,218.964668,218.965,4604,1714,2890,27.1,1059,0.0,0.6,218.964668,218.965,6154,1262,1710,3182,22.7,1103,0.0,0.7,218.964668,218.965,4987,1172,1423,2392
18-2-20-0.01-50,400,40,2,20,0.01,50,512,4296,74.4,13823,0.0,1.5,209.515667,209.516,3099,1221,1878,35.3,6836,0.0,1.2,209.515667,209.516,3247,1177,2070,19.3,1483,0.0,0.5,209.515667,209.516,4666,1107,1065,2494,23.6,2098,0.0,0.5,209.515667,209.516,4061,1026,1037,1998
18-2-20-0.01-90,400,40,2,20,0.01,90,512,4296,6.5,2089,0.0,0.7,159.603387,159.603,1888,648,1240,5.5,1033,0.0,0.6,159.603387,159.603,1712,620,1092,0.8,32,0.0,0.1,159.603387,159.603,2265,650,749,866,0.8,33,0.0,0.1,159.603387,159.603,2273,581,818,874
18-2-20-0.1-10,400,40,2,20,0.1,10,512,4296,70.8,5609,0.0,1.2,213.867190,213.867,4019,1320,2699,34.1,2862,0.0,1.1,213.867190,213.867,3973,1265,2708,26.7,1016,0.0,0.5,213.867190,213.867,5462,1159,1479,2824,17.2,796,0.0,0.6,213.867190,213.867,4972,1124,1402,2446
18-2-20-0.1-50,400,40,2,20,0.1,50,512,4296,21.9,3141,0.0,1.2,205.185043,205.185,3428,1299,2129,16.6,2433,0.0,1.0,205.185043,205.185,2929,1076,1853,11.4,768,0.0,0.3,205.185043,205.185,4334,1003,1191,2140,9.8,651,0.0,0.3,205.185043,205.185,3886,973,985,1928
18-2-20-0.1-90,400,40,2,20,0.1,90,512,4296,3.7,951,0.0,0.4,156.036494,156.036,1801,700,1101,4.3,1213,0.0,0.5,156.036494,156.036,1594,596,998,0.6,28,0.0,0.0,156.036494,156.036,2047,591,696,760,0.6,9,0.0,0.0,156.036494,156.036,2025,615,702,708
18-2-20-0.2-10,400,40,2,20,0.2,10,512,4296,46.4,4283,0.0,1.1,208.390001,208.390,3747,1415,2332,39.1,3892,0.0,1.0,208.390001,208.390,3215,1188,2027,36.4,1655,0.0,0.5,208.390001,208.390,5127,1183,1172,2772,35.2,2403,0.0,0.5,208.390001,208.390,4901,1152,1095,2654
18-2-20-0.2-50,400,40,2,20,0.2,50,512,4296,11.0,1341,0.0,0.8,200.648386,200.648,2453,920,1533,11.4,1098,0.0,0.8,200.648386,200.648,2479,864,1615,1.9,112,0.0,0.2,200.648386,200.648,3368,905,785,1678,1.9,75,0.0,0.2,200.648386,200.648,3437,880,931,1626
18-2-20-0.2-90,400,40,2,20,0.2,90,512,4296,3.3,784,0.0,0.6,152.338315,152.338,1642,642,1000,3.1,832,0.0,0.6,152.338315,152.338,1575,658,917,0.5,14,0.0,0.0,152.338315,152.338,1649,547,666,436,0.5,7,0.0,0.0,152.338315,152.338,1711,560,673,478
19-1-20-0.01-10,400,80,1,20,0.01,10,458,5290,TL,263607,0.6,1.8,294.387840,296.139,5399,2025,3374,TL,344604,0.4,1.5,294.698757,295.812,5397,1991,3406,TL,319176,0.3,0.9,294.657149,295.640,11880,1947,2309,7624,2965.2,160275,0.0,0.7,294.902252,294.902,10426,1729,2117,6580
19-1-20-0.01-50,400,80,1,20,0.01,50,458,5290,TL,597957,0.1,1.2,280.966614,281.146,4037,1366,2671,579.5,117775,0.0,1.0,280.980881,280.981,3775,1137,2638,117.3,11902,0.0,0.5,280.980881,280.981,7520,1228,1766,4526,90.9,10262,0.0,0.4,280.980881,280.981,6093,1074,1661,3358
19-1-20-0.01-90,400,80,1,20,0.01,90,458,5290,14.7,2227,0.0,0.7,225.869041,225.869,2642,851,1791,19.0,3927,0.0,0.7,225.869041,225.869,2511,753,1758,20.8,1979,0.0,0.4,225.869041,225.869,4017,760,1081,2176,15.1,1477,0.0,0.3,225.869041,225.869,4023,762,1205,2056
19-1-20-0.1-10,400,80,1,20,0.1,10,458,5290,TL,361140,0.3,1.6,287.185152,288.163,4388,1613,2775,TL,354911,0.2,1.1,287.294614,287.860,5352,1786,3566,TL,403823,0.2,0.7,287.307077,287.762,11037,1799,2094,7144,1825.3,93655,0.0,0.6,287.349448,287.349,10025,1552,1925,6548
19-1-20-0.1-50,400,80,1,20,0.1,50,458,5290,178.8,30461,0.0,0.9,273.929633,273.930,3462,1092,2370,50.8,7696,0.0,0.8,273.929633,273.930,3472,1010,2462,51.7,3606,0.0,0.3,273.929633,273.930,6570,1058,2088,3424,47.7,4882,0.0,0.3,273.929633,273.930,5319,994,1603,2722
19-1-20-0.1-90,400,80,1,20,0.1,90,458,5290,18.6,4380,0.0,0.7,218.633585,218.634,2439,775,1664,35.9,10751,0.0,0.6,218.633585,218.634,2389,736,1653,24.6,2776,0.0,0.4,218.633585,218.634,4566,757,1153,2656,20.8,2203,0.0,0.3,218.633585,218.634,4330,757,1087,2486
19-1-20-0.2-10,400,80,1,20,0.2,10,458,5290,TL,450954,0.2,1.4,279.123842,279.712,4661,1777,2884,TL,401942,0.1,1.1,279.272932,279.581,4028,1478,2550,1265.4,80202,0.0,0.5,279.282904,279.283,10845,1780,1799,7266,637.9,37636,0.0,0.4,279.282904,279.283,8334,1360,1620,5354
19-1-20-0.2-50,400,80,1,20,0.2,50,458,5290,12.7,1200,0.0,0.6,266.374499,266.374,3305,1111,2194,17.9,2131,0.0,0.5,266.374499,266.374,3039,941,2098,20.8,1202,0.0,0.2,266.374499,266.374,4463,943,1418,2102,20.7,1215,0.0,0.1,266.374499,266.374,4074,894,1328,1852
19-1-20-0.2-90,400,80,1,20,0.2,90,458,5290,72.5,17482,0.0,1.0,211.087039,211.087,2410,799,1611,56.8,14341,0.0,0.9,211.087039,211.087,2464,768,1696,22.9,1930,0.0,0.4,211.087039,211.087,4889,830,1335,2724,20.7,1336,0.0,0.4,211.087039,211.087,4711,804,1247,2660
19-2-20-0.01-10,400,80,2,20,0.01,10,526,5222,TL,250683,0.7,2.1,296.385662,298.611,5246,2079,3167,TL,276705,0.4,1.5,297.111628,298.166,4913,1702,3211,TL,248176,0.4,1.0,296.817367,297.928,15565,2331,2384,10850,TL,319734,0.2,0.8,297.155752,297.787,14850,2174,2796,9880
19-2-20-0.01-50,400,80,2,20,0.01,50,526,5222,TL,373843,0.3,1.7,282.469690,283.209,4283,1564,2719,1736.7,329039,0.0,1.4,282.716786,282.717,3497,1221,2276,509.2,47522,0.0,0.7,282.716786,282.717,10103,1523,1814,6766,239.3,20107,0.0,0.6,282.716786,282.717,7661,1238,1765,4658
19-2-20-0.01-90,400,80,2,20,0.01,90,526,5222,85.8,22436,0.0,1.1,232.178008,232.178,2577,926,1651,45.9,12218,0.0,1.0,232.178008,232.178,2392,806,1586,31.0,3625,0.0,0.6,232.178008,232.178,5107,828,1165,3114,22.7,2468,0.0,0.5,232.178008,232.178,4807,771,1172,2864
19-2-20-0.1-10,400,80,2,20,0.1,10,526,5222,TL,301302,0.4,1.9,289.775296,290.846,4679,1779,2900,TL,383294,0.2,1.6,289.891448,290.611,4330,1429,2901,TL,335104,0.2,0.8,289.958435,290.484,13484,1796,2114,9574,1848.0,64045,0.0,0.7,290.059480,290.059,12860,1782,2088,8990
19-2-20-0.1-50,400,80,2,20,0.1,50,526,5222,289.3,35302,0.0,1.4,276.139178,276.139,3788,1519,2269,188.3,28942,0.0,1.3,276.139178,276.139,3893,1339,2554,66.3,3776,0.0,0.4,276.139178,276.139,8177,1266,1535,5376,43.0,1850,0.0,0.4,276.139178,276.139,7059,1168,1495,4396
